Id,Source,Translation,Comment
JWK-ConvoChoice-AskJob,Ask for a job,Узяти роботу,
JWK-ConvoChoice-Confirm,Confirm,Підтвердити,
JWK-ConvoChoice-FollowMe,Ask to follow,Попросити слідувати,
JWK-ConvoChoice-GetPoster,Ask for posters,Узяти плакати,
JWK-ConvoChoice-Liberate,Liberate,Визволити,
JWK-ConvoChoice-ReportBack,Report back,Звітувати,
JWK-ConvoChoice-ReportResistance,Report resistance activity,Повідомити про повстанців,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,Підкріплення,
JWK-ConvoChoice-RequestSupport,Request support,Запросити підтримку,
JWK-ConvoChoice-ResignJob,Resign from a job,Відмовитися від роботи,
JWK-ConvoChoice-StopFollowing,Ask to stay,Попросити залишитися,
JWK-ConvoChoice-Trade,Trade,Торгувати,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,Здати жетони,
JWK-DialogUI-AddonConflictWarning-Message,Detected following addons that are known to conflict with Freedom Fighters.,"Виявлено наступні доповнення, які, як відомо, конфліктують з Freedom Fighters.",
JWK-DialogUI-AddonConflictWarning-MessageClient,Unexpected gameplay bugs can occur while playing on this server.,Під час гри на цьому сервері можуть виникати несподівані помилки в ігровому процесі.,
JWK-DialogUI-AddonConflictWarning-MessageOwner,Consider unloading them to ensure a bug-free experience.,"Розгляньте можливість їх видалення, щоб уникнути помилок.",
JWK-DialogUI-AddonConflictWarning-Title,Addons conflict,Конфлікт додатків,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.","Відновлені об'єкти та будівлі можуть конфліктувати з конструкціями або транспортом біля них, що може мати небажані наслідки. Це експериментальна функція, тому перед використанням рекомендується створити резервну копію.<br/><br/>Після підтвердження, вам потрібно примусово зберегти дані і перезапустити сервер.",
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,Скидання руйнувань,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.","Примусове збереження даних може підвісити сервер на великих мапах з великою кількістю об'єктів. Можлива також втрата з'єднання з гравцями, включно з вами. Але це не вплине на саму операцію збереження.",
JWK-DialogUI-OnlineForceSave-Title,Online session warning,Попередження онлайн сесії,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","Ви впевнені, що хочете очистити дані збереження кампанії? Після продовження сценарій автоматично перезапуститься.<br/><br/><b><color rgba='255,0,0,255'>ПОПЕРЕДЖЕННЯ: ЦЮ ОПЕРАЦІЮ НЕ МОЖНА ВІДМІНИТИ. ВИ ВТРАТИТЕ ВЕСЬ ПРОГРЕС.</color></b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,Попередження про очищення,
JWK-DialogUI-SettingsImport-Failed,Your clipboard does not contain valid settings.,Ваш буфер обміну не містить дійсних налаштувань.,
JWK-DifficultyPreset-Custom,Custom,Користувацький,
JWK-DifficultyPreset-Easy,Easy,Легкий,
JWK-DifficultyPreset-Extreme,Extreme,Екстремальний,
JWK-DifficultyPreset-Hard,Hard,Складний,
JWK-DifficultyPreset-Normal,Normal,Звичайний,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,Використовується для ідентифікації тіл на полі бою.,
JWK-Dogtag_Name_Dynamic,%1 dogtags,Жетони %1,
JWK-Dogtag_Name_Universal,Dogtags,Жетони,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,Ваш одяг закривавлений. Носіння його порушує маскування і привертає увагу ворога. Вам слід змінити одяг або поплавати.,
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,Ваш одяг очищено. Його носіння більше не викликатиме підозр.,
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.",Вас будуть сприймати як комбатанта якщо відкрито носити зброю або військовий одяг. Якщо вас побачать - ви опинитесь в розшуку.,
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,Тепер ви в розшуку. Сховайтеся в безпечному місці і залишайтеся поза полем зору деякий час.,
JWK-EditSignUI-Text,Text,Текст,
JWK-EditSignUI-TextColor,Text color,Колір тексту,
JWK-EditSignUI-TextSize,Text size,Розмір тексту,
JWK-EditSignUI-Title,Edit Sign,Редагувати знак,
JWK-EditorAttrib-Heat,Heat level,Рівень розшуку,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,"Встановіть 0%, щоб зняти статус розшуку.",
JWK-EditorAttrib-LockState,Locked,Заблоковано,
JWK-EditorAttrib-Money,Money,Гроші,
JWK-EndGameUI-GameOver,Defeat,Поразка,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.","Незважаючи на всі зусилля та героїчну боротьбу, %1 не змогли звільнити %2. Війська %3 залишаться тут надовго. Наступного разу приділіть більше уваги підтримці населення та логістиці вашого повстання. Жодна військова операція в історії не досягла успіху без цих елементів.",
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.","Чудова робота! Завдяки невтомним зусиллям %1, населення %2 більше не буде пригнічене силами %3. Ці героїчні вчинки запам'ятають багато поколінь.",
JWK-EndGameUI-VictoryTitle,Victory,Перемога,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,Використовуйте це щоб привести до тями непритомних. Можна також скористатися самостійно.,
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,Одноразовий ін'єктор з дозою епінефрину.,
JWK-EpinephrineItem-Name,Epinephrine,Епінефрин,
JWK-Everon-Airport,Airport,Аеропорт,
JWK-Everon-Barracks,Barracks,Казарми,
JWK-Everon-CementPlant,Cement Plant,Цементний завод,
JWK-Everon-ChotainFarm,Chotain Farm,Ферма Шотен,
JWK-Everon-ConcretePlant,Concrete Plant,Завод бетону,
JWK-Everon-EtoupeFarm,Etoupe Farm,Ферма Етуп,
JWK-Everon-FieldHospital,Field Hospital,Польовий госпіталь,
JWK-Everon-Headquarters,Headquarters,Штаб,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Лісопилка Ле Мул,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,Логістичний склад,
JWK-Everon-MontignacFactory,Montignac Factory,Завод Монтіньяк,
JWK-Everon-MontignacFarm,Montignac Farm,Ферма Монтіньяк,
JWK-Everon-PowerPlant,Power Plant,Електростанція,
JWK-Everon-Quarry,Quarry,Кар'єр,
JWK-Everon-ReginaSawmill,Regina Sawmill,Лісопилка Регіна,
JWK-Everon-TrainingGrounds,Training Grounds,Тренувальний майданчик,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,Завод ВД Альмара,
JWK-FM-Bases-Armories-06dedf77-Differenttypesof,"Different types of armories can be built, depending on the operating base type:<br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunition of your supporting faction.<br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunition of the player faction.","Можна побудувати різні типи збройових складів, залежно від типу оперативної бази:<br/>- <b>Збройовий склад союзників</b> доступний на <b>військових базах</b> і пропонує зброю та боєприпаси вашої фракції підтримки.<br/>- <b>Польовий збройовий склад</b> доступний на <b>ПОБ</b> і пропонує зброю та боєприпаси фракції гравця.",
JWK-FM-Bases-Armories-3345caf7-Armoriesallowthe,Armories allow the purchase of weapons and ammunition using resources stored at the base.,"Зброярні дозволяють купувати зброю та боєприпаси, використовуючи припаси, що зберігаються на базі.",
JWK-FM-Bases-Armories-5ab7756b-Onlyonearmorycan,Only one armory can be built per location.,На кожній локації можна побудувати тільки одну зброярню.,
JWK-FM-Bases-Armories-Title,Armories,Арсенали,
JWK-FM-Bases-Commandposts-1d12a9f5-Onlyonecommandpo,Only one command post can be built per location.,На кожній локації можна побудувати тільки один командний пункт.,
JWK-FM-Bases-Commandposts-8bb1df98-Commandpostenabl,"Command post enables you to have a <b>resistance officer</b> on site, allowing you to hand in dogtags, take posters or missions in your operating base, without the need to travel to a hideout.","Командний пункт дозволяє вам мати <b>офіцера опору</b> на місці, даючи можливість здавати жетони, брати плакати або місії на вашій оперативній базі без потреби їхати до схрону.",
JWK-FM-Bases-Commandposts-Title,Command posts,Командні пости,
JWK-FM-Bases-Equipmentstores-15a94709-Onlyoneequipment,Only one equipment store can be built per location.,На кожній локації можна побудувати тільки один магазин обладнання.,
JWK-FM-Bases-Equipmentstores-234eb810-Differenttypesof,"Different types of stores can be built, depending on the operating base type:",Залежно від типу оперативної бази можна будувати різні типи магазинів:,
JWK-FM-Bases-Equipmentstores-25aa81fd-Alliedequipments,- <b>Allied equipment</b> store is available at <b>military bases</b> and offers equipment of your supporting faction.<br/>- <b>Field equipment</b> store is available at <b>FOBs</b> and offers equipment of the player faction.,- <b>Склад спорядження союзників</b> доступний на <b>військових базах</b> і пропонує спорядження вашої фракції підтримки.<br/>- <b>Польовий склад спорядження</b> доступний на <b>ПОБ</b> і пропонує спорядження фракції гравця.,
JWK-FM-Bases-Equipmentstores-Title,Equipment stores,Склади спорядження,
JWK-FM-Bases-Equipmentstores-d8a71344-Equipmentstoresa,Equipment stores allow you to purchase uniforms and non-lethal equipment using resources stored at the base.,"Магазини спорядження дозволяють купувати форму та спорядження, використовуючи припаси, що зберігаються на базі.",
JWK-FM-Bases-Garages-146a4e35-Somegaragefacili,"Some garage facilities enable <b>vehicle procurement</b>, which can be accessed from the garage management interface.","Деякі гаражні споруди дозволяють <b>придбати транспортний засіб</b>, що можна зробити через інтерфейс управління гаражем.",
JWK-FM-Bases-Garages-7fa445f9-Toassignavehicle,"To assign a vehicle, you have the park it in the spot, come to a full stop and select the relevant option from the <b>radial menu</b>. Your vehicle must fit into the spot and have a matching type - for example, you can't assign a car to a helipad. You will see an on-screen prompt when the option is available.","Щоб призначити транспортний засіб, потрібно припаркувати його на місці, повністю зупинитися і вибрати відповідну опцію з <b>радіального меню</b>. Ваш транспортний засіб повинен поміститися на місці і відповідати типу - наприклад, ви не можете призначити автомобіль на вертолітний майданчик. Ви побачите підказку на екрані, коли опція буде доступна.",
JWK-FM-Bases-Garages-Title,Garages,Гаражі,
JWK-FM-Bases-Garages-b53ad449-Sometypesofgarag,"Some types of garages can be constructed, but you can also find existing garage buildings in captured locations. All types of garages are marked on the map with a parking icon.","Деякі типи гаражів можна побудувати, але ви також можете знайти вже існуючі гаражні будівлі в захоплених локаціях. Всі типи гаражів позначені на карті значком парковки.",
JWK-FM-Bases-Garages-bf4454ea-Torecoveravehicl,"To recover a vehicle, you have to interact with a parking spot sign, always found somewhere near the spot. Be mindful, as the recovery will cost you money and/or resources, depending on the distance the vehicle is transported over. You also need to ensure the spot is not obstructed. You can also abandon the vehicle in the same interface, if you want to free up the spot.","Щоб повернути транспортний засіб, вам потрібно взаємодіяти з табличкою паркувального місця, яка завжди знаходиться десь поблизу місця. Будьте уважні, оскільки повернення транспортного засобу коштуватиме вам гроші та/або ресурси, залежно від відстані, на яку його транспортують. Ви також повинні переконатися, що місце не заблоковано. Ви також можете залишити транспортний засіб у тому ж інтерфейсі, якщо хочете звільнити місце.",
JWK-FM-Bases-Garages-f2449fb2-Garagesallowyout,"Garages allow you to assign vehicles to one or more parking spots. Assigning a vehicle enables to recover it from afar and protects it from despawning, which is very useful if you lose your vehicle, for example because of a sudden death.","Гаражі дозволяють прив'язати транспортні засоби до одного або декількох паркувальних місць. Прив'язка транспортного засобу дозволяє відшукати його на відстані та захищає від зникнення, що дуже корисно, якщо ви втратили транспортний засіб, наприклад, через раптову смерть.",
JWK-FM-Bases-Helipads-4c0655af-Additionallytore,"Additionally to regular helipads, military bases allow to construct a <b>service helipad</b>, which can be used to repair and rearm helicopters.","На додаток до звичайних вертолітних майданчиків, військові бази дозволяють будувати <b>сервісний вертолітний майданчик</b>, який може використовуватися для ремонту та переозброєння вертольотів.",
JWK-FM-Bases-Helipads-6d36d2ee-Helipadsofferasi,"Helipads offer a single parking spot to which helicopters can be assigned, and otherwise they are identical in functionality to garages.","Вертолітні майданчики пропонують єдине паркувальне місце, до якого можна призначити гелікоптери, в решті - вони ідентичні за функціональністю до гаражів.",
JWK-FM-Bases-Helipads-Title,Helipads,Вертолітні майданчики,
JWK-FM-Bases-Medicaltents-5c66037a-Medicaltentsoffe,"Medical tents offer faster regeneration for <b>freedom fighters</b> residing inside. They are also a source for medical items such as bandages or epinephrine, which can be obtained by spending resources at the tent.","Медичні намети пришвидшують відновлення <b>борців за свободу</b>, що перебувають всередині. Вони також є джерелом медичних предметів, таких як бинти або епінефрин, які можна отримати, витрачаючи припаси в наметі.",
JWK-FM-Bases-Medicaltents-Title,Medical tents,Медичні намети,
JWK-FM-Bases-Operatingbases-118e8b9d-FOBsarefieldbase,"FOBs are field bases and as such, offer fewer capabilities than <b>military bases</b>, and their armory and equipment assortment is limited to resistance assets. However, they can be established very early, before the resistance is strong enough to overtake a military base, and/or may be placed in very advantageous locations.","ПОБ (FOB) є польовими базами і, як такі, пропонують менші можливості, ніж <b>військові бази</b>, а їхній асортимент зброї та спорядження обмежений ресурсами руху опору. Однак їх можна створювати дуже рано, до того, як рух опору стане достатньо сильним, щоб захопити військову базу, та/або розміщувати в дуже вигідних місцях.",
JWK-FM-Bases-Operatingbases-1aa99fda-ForwardOperating,Forward Operating Bases,Передові оперативні бази,
JWK-FM-Bases-Operatingbases-202a74c5-Militarybasesare,"<b>Military bases</b> are existing locations in the world, controlled by the enemy. After they are taken over, they can be used as <b>operating bases</b>.","<b>Військові бази</b> - це існуючі локації у світі, контрольовані ворогом. Після їх захоплення їх можна використовувати як <b>оперативні бази</b>.",
JWK-FM-Bases-Operatingbases-2ffe51ca-FOBscanbeestabli,"FOBs can be established by resistance members using the entrenchment tool, via the placement menu. They need to be placed at a sufficient distance from enemy-controlled facilities, towns and other points of interest. You can use <b>FOB Placement</b> map tool to plan the location in advance.","Передові оперативні бази можуть засновуватися членами опору за допомогою саперної лопати через меню розміщення. Їх потрібно розміщувати на достатній відстані від контрольованих ворогом об'єктів, міст та інших точок інтересу. Ви можете використовувати інструмент карти <b>Розміщення ПОБ</b>, щоб заздалегідь спланувати розташування.",
