Id,Source,Translation,Comment
JWK-AdminUI-ClearNearbyBodies,Clear nearby bodies,Leichen in der Nähe löschen,
JWK-AdminUI-ClearNearbyItems,Clear nearby items,Gegenstände in der Nähe löschen,
JWK-AdminUI-ForceSaveGame,Force save game,Speichern erzwingen,
JWK-AdminUI-OpenSettings,Open settings,Einstellungen öffnen,
JWK-AdminUI-ResetGlobalDestruction,Reset destruction (global),Zerstörung zurücksetzen (Global),
JWK-AdminUI-ResetNearbyDestruction,Reset destruction (nearby),Zerstörung zurücksetzen (in der Nähe),
JWK-AdminUI-Title,Admin menu,Admin-Menü,
JWK-AdminUI-WipeSaveData,Wipe save data,Gespeicherte Daten löschen,
JWK-Arland-Airport,Airport,Flughafen,
JWK-Arland-NewfieldFarm,Newfield Farm,Neufeld Farm,
JWK-BankUI-Amount,Amount,Betrag,
JWK-BankUI-MoneyTransfer,Money transfer,Überweisung,
JWK-BankUI-Perform,Perform,Ausführen,
JWK-BankUI-Recipient,Receiver,Empfänger,
JWK-BankUI-YourMoney,Your money,Dein Geld,
JWK-BattleFallbackTitle,Battle,Schlacht,
JWK-BattlePlayerLosing,Resistance is losing control...,Widerstand verliert die Kontrolle ...,
JWK-BattleProgress,Battle in progress...,Schlacht im Gange...,
JWK-BrokenSave-Text,"Save game data incompatible with this version of the mod has been detected. Please start a new campaign or revert the update to continue playing.<br/><br/>Use the ""<b>Restart</b>"" option in the pause menu or the ""<b>Wipe save data</b>"" in the admin menu to restart.","Spieldaten, die mit dieser Version der Modifikation nicht kompatibel sind, wurden erkannt. Bitte starte eine neue Kampagne oder setze das Update zurück, um weiterzuspielen.<br/><br/>Verwende die Option ""<b>Neustart</b>"" im Pausenmenü oder ""<b>Spielstände löschen</b>"" im Administratormenü, um neu zu beginnen.",
JWK-BuildItem-ArmoryFOB,Field armory,Waffenkammer,
JWK-BuildItem-ArmoryFOB_Description,Buy weapons and ammunition.,Kaufe Waffen und Munition.,
JWK-BuildItem-ArmoryFOB_DescriptionLong,Gives access to weapons and ammunitions belonging to the resistance. Items are purchased using supplies.,Gewährt Zugang zu Waffen und Munition des Widerstands. Gegenstände können mit Vorräten gekauft werden.,
JWK-BuildItem-ArmoryMOB,Allied armory,Waffenkammer der Alliierten,
JWK-BuildItem-ArmoryMOB-Description,Buy weapons and ammunition.,Kaufe Waffen und Munition.,
JWK-BuildItem-ArmoryMOB-DescriptionLong,Gives access to weapons and ammunitions provided by the allied faction. Items are purchased using supplies.,Gewährt Zugang zu Waffen und Munition der mit dem Widerstand verbündeten Fraktion. Gegenstände können mit Vorräten gekauft werden.,
JWK-BuildItem-Bunker,Bunker,Bunker,
JWK-BuildItem-Bunker_Description,Cozy place for your sentries.,Gemütlicher Ort für deine Wachen.,
JWK-BuildItem-Bunker_DescriptionLong,Place it in a good observation spot.,Platziere ihn an einem guten Observationspunkt.,
JWK-BuildItem-CommandPost,Command post,Kommandoposten,
JWK-BuildItem-CommandPost_Description,Have an officer on site.,Habt einen Offizier vor Ort.,
JWK-BuildItem-CommandPost_DescriptionLong,Gain access to a resistance officer being present on site.,Gewährt Zugang zu einem Offizier des Widerstands direkt vor Ort.,
JWK-BuildItem-EquipmentStoreFOB,Equipment store,Ausrüstungslager,
JWK-BuildItem-EquipmentStoreFOB_Description,Buy clothing and equipment.,Kaufe Kleidung und Ausrüstung.,
JWK-BuildItem-EquipmentStoreFOB_DescriptionLong,Gives access to uniforms and other equipment belonging to the resistance. Items are purchased using supplies.,Gewährt Zugang zu Uniformen und Ausrüstung des Widerstands. Gegenstände können mit Vorräten gekauft werden.,
JWK-BuildItem-EquipmentStoreMOB,Equipment store,Ausrüstungslager,
JWK-BuildItem-EquipmentStoreMOB_Description,Buy clothing and equipment.,Kaufe Kleidung und Ausrüstung.,
JWK-BuildItem-EquipmentStoreMOB_DescriptionLong,Gives access to uniforms and other equipment provided by the allied faction. Items are purchased using supplies.,Gewährt Zugang zu Uniformen und anderer Ausrüstung der verbündeten Fraktion. Gegenstände können mit Vorräten gekauft werden.,
JWK-BuildItem-FieldFuelStorage,Field fuel storage,,
JWK-BuildItem-FieldFuelStorage_Description,Store a large amount of fuel.,,
JWK-BuildItem-FieldFuelStorage_DescriptionLong,"Stores 3000 litres of fuel, but cannot be used to refuel vehicles.",,
JWK-BuildItem-FieldGarageMedium,Medium Garage,Mittelgroße Garage,
JWK-BuildItem-FieldGarageMedium_Description,Store 2 vehicles.,Lagere 2 Fahrzeuge.,
JWK-BuildItem-FieldGarageMedium_DescriptionLong,"Allows assigning two ground vehicles to prevent them from being lost, and enables retrieving them from far away.","Erlaubt das Speichern von 2 Bodenfahrzeugen, um ihren Verlust vorzubeugen, und ermöglicht die Rückführung über größere Distanzen.",
JWK-BuildItem-FieldGarageSmall,Small Garage,Kleine Garage,
JWK-BuildItem-FieldGarageSmall_Description,Store 1 vehicle.,Lagere 1 Fahrzeug.,
JWK-BuildItem-FieldGarageSmall_DescriptionLong,"Allows assigning a single ground vehicle to prevent it from being lost, and enables retrieving it from far away.","Erlaubt das Speichern von einem einzelnen Bodenfahrzeug um Verlust vorzubeugen, und ermöglicht die Rückführung über größere Distanzen.",
JWK-BuildItem-FiringPosition,Firing position,Feuerstellung,
JWK-BuildItem-FiringPosition_Description,Prepare for unwanted guests.,Bereite dich auf unerwünschte Gäste vor.,
JWK-BuildItem-FiringPosition_DescriptionLong,Basic defence composition.,Grundlegende Verteidigungskomposition.,
JWK-BuildItem-FuelPoint,Fuel point,Tankstelle,
JWK-BuildItem-FuelPoint_Description,Refuel vehicles.,Tanke hier auf.,
JWK-BuildItem-FuelPoint_DescriptionLong,Allows to refuel ground vehicles.,Erlaubt das Auftanken von Bodenfahrzeugen.,
JWK-BuildItem-GuardTower,Guard tower,Wachturm,
JWK-BuildItem-GuardTower_Description,Get a better view.,Gewährt eine bessere Aussicht.,
JWK-BuildItem-Helipad,Helipad,Hubschrauberlandeplatz,
JWK-BuildItem-HelipadRepair,Service Helipad,Hubschrauberlandeplatz (Wartung),
JWK-BuildItem-HelipadRepair_Description,Repair helicopters.,Repariere hier Hubschrauber.,
JWK-BuildItem-HelipadRepair_DescriptionLong,Service helipad allows to assign a single helicopter and enables helicopter refueling and repairing. Can be constructed only in airbases.,Erlaubt die Zuweisung eines Hubschraubers und ermöglicht Reparatur und Betankung. Kann nur auf Flugplätzen gebaut werden.,
JWK-BuildItem-Helipad_Description,Store single helicopter.,Lagere einen einzelnen Hubschrauber.,
JWK-BuildItem-Helipad_DescriptionLong,"Helipad allows to assign a single helicopter, which protects it from being lost and enables retrieving it from far away. Basic version without refueling or repairing abilities.",Erlaubt die Zuweisung eines Hubschraubers und schützt so vor dem Verlust der Maschine. Ermöglicht auch die Rückführung über größere Distanzen. Basisversion ohne Wartungsmöglichkeit.,
JWK-BuildItem-LivingArea,Living area,Wohnbereich,
JWK-BuildItem-LivingArea_Description,Shelter recruits.,Beherbergt Rekruten.,
JWK-BuildItem-LivingArea_DescriptionLong,Provides living space for a few soldiers that can be recruited.,"Bietet einen Wohnbereich für einige Soldaten, welche rekrutiert werden können.",
JWK-BuildItem-MedicalTent,Medical tent,Sanitätszelt,
JWK-BuildItem-MedicalTent_Description,Heal wounds and recover faster.,Heile hier deine Wunden und erhole dich schneller.,
JWK-BuildItem-MedicalTent_DescriptionLong,Medical tent improves injury regeneration and allows to purchase medical goods using supplies.,Das Sanitätszelt verbessert die Gesundheitsregeneration und ermöglicht den Kauf von medizinischen Gütern mit Vorräten.,
JWK-BuildItem-Mortar,Mortar,Mörser,
JWK-BuildItem-Mortar_Description,Send a message over long distance.,Sende eine Botschaft über weite Entfernungen.,
JWK-BuildItem-Mortar_DescriptionLong,Complete mortar emplacement. Projectiles can be purchased using supplies.,Ausgebaute Mörserstellung. Granaten können mit Vorräten gekauft werden.,
JWK-BuildItem-StorageLarge,Large supplies storage,,
JWK-BuildItem-StorageLarge-Description,Store 3000 supplies.,,
JWK-BuildItem-StorageLarge-DescriptionLong,Allows you to store 3000 supplies.,,
JWK-BuildItem-StorageMedium,Medium supplies storage,,
JWK-BuildItem-StorageMedium-Description,Store 1500 supplies.,,
JWK-BuildItem-StorageMedium-DescriptionLong,Allows you to store 1500 supplies.,,
JWK-BuildItem-StorageSmall,Small supplies storage,Kleines Vorratslager,
JWK-BuildItem-StorageSmall-Description,Store 700 supplies.,Lagere 700 Vorräte.,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows you to store 700 supplies. First one can be constructed for free.,Ermöglicht die Lagerung von 700 Vorräten. Der Bau des ersten Lagers ist kostenlos.,
JWK-BuildItem-VehicleDepot,Vehicle Depot,,
JWK-BuildItem-VehicleDepot_Description,Procure vehicles.,,
JWK-BuildItem-VehicleDepot_DescriptionLong,Allows you to procure vehicles and store 1 vehicle.,,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,Fahrzeugwartungsrampe,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,Repariere hier dein Fahrzeug.,
JWK-BuildItem-VehicleRamp_DescriptionLong,Allows you to repair ground vehicles.,,
JWK-BuildUI-Cost,Cost:,Kosten:,
JWK-BuildUI-Title,Build,Bauen,
JWK-CTA-ConstructionMenu,Construction menu,Baumenü,
JWK-CTA-HideoutResupply,Resupply hideout,Versteck versorgen,
JWK-CTA-HideoutTakeSupplies,Take hideout supplies,Nimm Versteckvorräte,
JWK-CTA-ManageVehicles,Manage vehicles,Fahrzeugverwaltung,
JWK-CTA-OpenMenu,Freedom Fighters,Freedom Fighters,
JWK-CTA-ParkVehicle,Park vehicle,Fahrzeug parken,
JWK-CTA-Radio,Use radio,Funkgerät benutzen,
JWK-CTA-TimeToWithstand,Withstand...,Durchhalten ...,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,Vorräte an die Zivilbevölkerung spenden,
JWK-CharacterMenu,Character Menu,Charaktermenü,
JWK-CharacterUI-Age,Age,Alter,
JWK-CharacterUI-Birthday,Birthday,Geburtstag,
JWK-CharacterUI-Birthplace,Birthplace,Geburtsort,
JWK-CharacterUI-BloodType,Blood type,Blutgruppe,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,Gesucht tot oder lebendig.,
JWK-CharacterUI-Title,Profile,Profil,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,Benutzt ein gesuchtes Fahrzeug.,
JWK-ConsoleUI-BackToMenu,Back to menu,Zurück zum Menü,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.","Der Einzelspieler und lokales Hosting sind aufgrund von fehlenden Modding Features auf Konsolen nicht verfügbar. Wir empfehlen dir, entweder einem öffentlichen Server beizutreten, oder einen eigenen dedizierten Server aufzusetzen.",
JWK-ConsoleUI-Title,Unavailable on consoles,Auf Konsolen nicht verfügbar,
JWK-ConstructUI-Title,Construct,,
JWK-ConvoAction-Convert,Convince to support,Zur Unterstützung bewegen,
JWK-ConvoAction-Extort,Extort money,Geld erpressen,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,Um ein Treffen bitten,
JWK-ConvoChoice-AskJob,Ask for a job,Nach Arbeit fragen,
JWK-ConvoChoice-Confirm,Confirm,Bestätigen,
JWK-ConvoChoice-FollowMe,Ask to follow,Bitten zu folgen,
JWK-ConvoChoice-GetPoster,Ask for posters,Nach Plakaten fragen,
JWK-ConvoChoice-Liberate,Liberate,Befreien,
JWK-ConvoChoice-ReportBack,Report back,Bericht erstatten,
JWK-ConvoChoice-ReportResistance,Report resistance activity,Widerstandsaktivität melden,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,Verstärkung,
JWK-ConvoChoice-RequestSupport,Request support,Unterstützung anfordern,
JWK-ConvoChoice-ResignJob,Resign from a job,Von einem Job zurücktreten,
JWK-ConvoChoice-StopFollowing,Ask to stay,Bitten zu bleiben,
JWK-ConvoChoice-Trade,Trade,Handeln,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,Dogtags einreichen,
JWK-DialogUI-AddonConflictWarning-Message,Detected following addons that are known to conflict with Freedom Fighters.,,
JWK-DialogUI-AddonConflictWarning-MessageClient,Unexpected gameplay bugs can occur while playing on this server.,,
JWK-DialogUI-AddonConflictWarning-MessageOwner,Consider unloading them to ensure a bug-free experience.,,
JWK-DialogUI-AddonConflictWarning-Title,Addons conflict,,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.","Wiederhergestellte Objekte können mit Bauwerken oder Fahrzeugen kollidieren, die sich an den Positionen der zerstörten Objekte befinden, was unerwünschte Effekte verursachen kann. Diese Funktion befindet sich in der Experimentierphase; es wird daher empfohlen, eine Sicherung deines Spielstands anzulegen.<br/><br/>Nachdem du diese Aktion bestätigt hast, musst du den Spielstand erzwingen und den Server neu starten, damit die Änderungen wirksam werden.",
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,Zerstörung zurücksetzen,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.","Ein erzwungenes Speichern führt den gesamten Speicherprozess in einem einzigen Vorgang aus, was auf großen Karten oder bei umfangreichen Daten den Server vorübergehend blockieren kann. Dabei kann es vorkommen, dass entfernte Spieler - einschließlich dir - die Verbindung verlieren. Der eigentliche Speicherprozess wird dadurch jedoch nicht beeinträchtigt.",
JWK-DialogUI-OnlineForceSave-Title,Online session warning,Online-Sitzungswarnung,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","Bist du sicher, dass du die gespeicherten Kampagnendaten löschen möchtest? Nach dem Fortfahren wird das Szenario automatisch neu gestartet.<br/><br/><b><color rgba='255,0,0,255'>WARNUNG: DIESER VORGANG KANN NICHT RÜCKGÄNGIG GEMACHT WERDEN. ALLE FORTSCHRITTE GEHEN VERLOREN.</color></b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,Wipe warning,
JWK-DialogUI-SettingsImport-Failed,Your clipboard does not contain valid settings.,,
JWK-DifficultyPreset-Custom,Custom,Benutzerdefiniert,
JWK-DifficultyPreset-Easy,Easy,Einfach,
JWK-DifficultyPreset-Extreme,Extreme,Extrem,
JWK-DifficultyPreset-Hard,Hard,Schwer,
JWK-DifficultyPreset-Normal,Normal,Normal,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,"Wird genutzt, um Leichen auf dem Schlachtfeld zu identifizieren.",
JWK-Dogtag_Name_Dynamic,%1 dogtags,%1 Dogtags,
JWK-Dogtag_Name_Universal,Dogtags,Dogtags,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,"Deine Kleidung ist blutverschmiert. Trägst du sie, wird deine Tarnung auffliegen und du erregst die Aufmerksamkeit deiner Feinde. Du solltest deine Kleidung wechseln oder schwimmen gehen.",
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,Deine Kleidung wurde gereinigt. Sie zu tragen wird keine Aufmerksamkeit mehr erregen.,
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.","Wenn du offen Waffen oder Kampfkleidung trägst, wirst du wie ein Kombattant behandelt. Pass auf, du wirst möglicherweise zur Fahndung ausgeschrieben, wenn Feinde dich sehen.",
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,"Du wirst nun vom Feind gesucht. Verstecke dich an einem sicheren Ort und bleibe eine Zeitlang außer Sicht, um deinen Fahndungslevel loszuwerden.",
JWK-EditSignUI-Text,Text,Text,
JWK-EditSignUI-TextColor,Text color,Textfarbe,
JWK-EditSignUI-TextSize,Text size,Textgröße,
JWK-EditSignUI-Title,Edit Sign,Schild bearbeiten,
JWK-EditorAttrib-Heat,Heat level,Fahndungslevel,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,"Auf 0% setzen, um Gesuchten-Status zu entfernen.",
JWK-EditorAttrib-LockState,Locked,Verschlossen,
JWK-EditorAttrib-Money,Money,Geld,
JWK-EndGameUI-GameOver,Defeat,Niederlage,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.","Trotz aller Bemühungen und einem heroischen Kampf ist es %1 nicht gelungen, %2 zu befreien. Die Kräfte der %3 werden für eine sehr lange Zeit bleiben. Achte beim nächsten Mal mehr auf die Unterstützung in der Bevölkerung und die Logistik deiner Revolution. Kein militärisches Unterfangen hat ohne diese Bausteine Erfolg gehabt.",
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.",Gute Arbeit! Dank der unermüdlichen Anstrengungen der %1 wird die Bevölkerung von %2 nicht länger von den Kräften der %3 unterdrückt. Diese heroischen Taten werden über Generationen hinweg nicht vergessen.,
JWK-EndGameUI-VictoryTitle,Victory,Sieg,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,"Nutze dies, um außer Gefecht gesetzte Personen aufzuwecken. Kann auch selbst verabreicht werden.",
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,Injektor mit einer Dosis Adrenalin. Für einmaligen Gebrauch.,
JWK-EpinephrineItem-Name,Epinephrine,Adrenalin,
JWK-Everon-Airport,Airport,Flughafen,
JWK-Everon-Barracks,Barracks,Kaserne,
JWK-Everon-CementPlant,Cement Plant,Zementwerk,
JWK-Everon-ChotainFarm,Chotain Farm,Chotain Farm,
JWK-Everon-ConcretePlant,Concrete Plant,Betonwerk,
JWK-Everon-EtoupeFarm,Etoupe Farm,Etoupe Farm,
JWK-Everon-FieldHospital,Field Hospital,Feldkrankenhaus,
JWK-Everon-Headquarters,Headquarters,Hauptquartier,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Le Moule Sägewerk,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,Logistiklager,
JWK-Everon-MontignacFactory,Montignac Factory,Montignac Fabrik,
JWK-Everon-MontignacFarm,Montignac Farm,Montignac Farm,
JWK-Everon-PowerPlant,Power Plant,Kraftwerk,
JWK-Everon-Quarry,Quarry,Steinbruch,
JWK-Everon-ReginaSawmill,Regina Sawmill,Regina Sägewerk,
JWK-Everon-TrainingGrounds,Training Grounds,Trainingsgelände,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,VD Almara Fabrik,
JWK-FM-Bases-Armories-06dedf77-Differenttypesof,"Different types of armories can be built, depending on the operating base type:<br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunition of your supporting faction.<br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunition of the player faction.",,
JWK-FM-Bases-Armories-3345caf7-Armoriesallowthe,Armories allow the purchase of weapons and ammunition using resources stored at the base.,Waffenkammern ermöglichen den Kauf von Waffen und Munition mit Ressourcen von der Basis.,
JWK-FM-Bases-Armories-5ab7756b-Onlyonearmorycan,Only one armory can be built per location.,,
JWK-FM-Bases-Armories-Title,Armories,Waffenkammern,
JWK-FM-Bases-Commandposts-1d12a9f5-Onlyonecommandpo,Only one command post can be built per location.,,
JWK-FM-Bases-Commandposts-8bb1df98-Commandpostenabl,"Command post enables you to have a <b>resistance officer</b> on site, allowing you to hand in dogtags, take posters or missions in your operating base, without the need to travel to a hideout.","Der Kommandoposten erlaubt es dir, einen Widerstandsoffizier vor Ort zu haben, bei welchem du Dogtags einreichen, sowie Plakate oder Missionen erbitten kannst, ohne zu einem Widerstandsversteck reisen zu müssen.",
JWK-FM-Bases-Commandposts-Title,Command posts,Kommandoposten,
JWK-FM-Bases-Equipmentstores-15a94709-Onlyoneequipment,Only one equipment store can be built per location.,,
JWK-FM-Bases-Equipmentstores-234eb810-Differenttypesof,"Different types of stores can be built, depending on the operating base type:",,
JWK-FM-Bases-Equipmentstores-25aa81fd-Alliedequipments,- <b>Allied equipment</b> store is available at <b>military bases</b> and offers equipment of your supporting faction.<br/>- <b>Field equipment</b> store is available at <b>FOBs</b> and offers equipment of the player faction.,,
JWK-FM-Bases-Equipmentstores-Title,Equipment stores,Ausrüstungslager,
JWK-FM-Bases-Equipmentstores-d8a71344-Equipmentstoresa,Equipment stores allow you to purchase uniforms and non-lethal equipment using resources stored at the base.,Ausrüstungslager ermöglichen den Kauf von Uniformen und nicht-tödlicher Ausrüstung mit den eingelagerten Ressourcen der Basis.,
JWK-FM-Bases-Fasttravel-7e4908e6-Fasttravelisavai,"Fast travel is available only to player-controlled operating bases. It is more expensive than public transport, but it can be performed from any location, even far away from roads and infrastructure. You cannot fast travel while being wanted, but you don't have to appear as a civilian.",,
JWK-FM-Bases-Fasttravel-Title,Fast travel,Schnellreise,
JWK-FM-Bases-Fasttravel-a813b24e-Tousefasttravely,"To use fast travel, you need to open your map and select the fast travel icon from the tool picker in the upper-left corner of the screen.","Um die Schnellreise zu nutzen, öffne deine Karte und wähle das Schnellreisesymbol aus der Werkzeugleiste in der oberen linken Ecke des Bildschirms aus.",
JWK-FM-Bases-Garages-146a4e35-Somegaragefacili,"Some garage facilities enable <b>vehicle procurement</b>, which can be accessed from the garage management interface.",,
JWK-FM-Bases-Garages-7fa445f9-Toassignavehicle,"To assign a vehicle, you have the park it in the spot, come to a full stop and select the relevant option from the <b>radial menu</b>. Your vehicle must fit into the spot and have a matching type - for example, you can't assign a car to a helipad. You will see an on-screen prompt when the option is available.",,
JWK-FM-Bases-Garages-Title,Garages,Garagen,
JWK-FM-Bases-Garages-b53ad449-Sometypesofgarag,"Some types of garages can be constructed, but you can also find existing garage buildings in captured locations. All types of garages are marked on the map with a parking icon.",,
JWK-FM-Bases-Garages-bf4454ea-Torecoveravehicl,"To recover a vehicle, you have to interact with a parking spot sign, always found somewhere near the spot. Be mindful, as the recovery will cost you money and/or resources, depending on the distance the vehicle is transported over. You also need to ensure the spot is not obstructed. You can also abandon the vehicle in the same interface, if you want to free up the spot.",,
JWK-FM-Bases-Garages-f2449fb2-Garagesallowyout,"Garages allow you to assign vehicles to one or more parking spots. Assigning a vehicle enables to recover it from afar and protects it from despawning, which is very useful if you lose your vehicle, for example because of a sudden death.",,
JWK-FM-Bases-Helipads-4c0655af-Additionallytore,"Additionally to regular helipads, military bases allow to construct a <b>service helipad</b>, which can be used to repair and rearm helicopters.",,
JWK-FM-Bases-Helipads-6d36d2ee-Helipadsofferasi,"Helipads offer a single parking spot to which helicopters can be assigned, and otherwise they are identical in functionality to garages.",Hubschrauberlandeplätze bieten einen Parkplatz für Hubschrauber. Sie sind in der Funktionsweise identisch mit Garagen.,
JWK-FM-Bases-Helipads-Title,Helipads,Hubschrauberlandeplätze,
JWK-FM-Bases-Medicaltents-5c66037a-Medicaltentsoffe,"Medical tents offer faster regeneration for <b>freedom fighters</b> residing inside. They are also a source for medical items such as bandages or epinephrine, which can be obtained by spending resources at the tent.",,
JWK-FM-Bases-Medicaltents-Title,Medical tents,Sanitätszelte,
JWK-FM-Bases-Operatingbases-118e8b9d-FOBsarefieldbase,"FOBs are field bases and as such, offer fewer capabilities than <b>military bases</b>, and their armory and equipment assortment is limited to resistance assets. However, they can be established very early, before the resistance is strong enough to overtake a military base, and/or may be placed in very advantageous locations.",,
JWK-FM-Bases-Operatingbases-1aa99fda-ForwardOperating,Forward Operating Bases,Feldlager (FOBs),
JWK-FM-Bases-Operatingbases-202a74c5-Militarybasesare,"<b>Military bases</b> are existing locations in the world, controlled by the enemy. After they are taken over, they can be used as <b>operating bases</b>.",,
JWK-FM-Bases-Operatingbases-2ffe51ca-FOBscanbeestabli,"FOBs can be established by resistance members using the entrenchment tool, via the placement menu. They need to be placed at a sufficient distance from enemy-controlled facilities, towns and other points of interest. You can use <b>FOB Placement</b> map tool to plan the location in advance.",,
JWK-FM-Bases-Operatingbases-6b95ccef-Militarybases,Military bases,Militärbasen,
JWK-FM-Bases-Operatingbases-849cfd95-Theyaresomewhatc,"They are somewhat complementary to <b>FOBs</b>, as they offer more possibilities at the cost of their fixed placement. Fighters will find here regular army equipment of the <b>allied forces</b> and more construction options.",,
JWK-FM-Bases-Operatingbases-Title,Operating bases,Operationsbasen,
JWK-FM-Bases-Operatingbases-b1d88111-Therearetwotypes,"There are two types of operating bases, as described below.","Es gibt zwei Arten von Operationsbasen, wie unten beschrieben wird.",
JWK-FM-Bases-Operatingbases-c2aae2f7-Operatingbasesar,"Operating bases are locations in which resistance members can construct buildings and fortifications, store resources, operate garages, repair and refuel vehicles, and more. If enough resources are stored, an operating base may be used as a <b>respawn location</b>.",,
JWK-FM-Bases-Repairstations-87234f74-Repairstationsal,"Repair stations allow to repair vehicles of relevant category. To repair ground vehicles, build a <b>vehicle maintenance ramp</b>. To repair helicopters, build a <b>service helipad</b>. Follow base game mechanics to carry out the repairs - equip yourself with a wrench and approach the damaged elements until you see a relevant action. The repairs will consume resources stored at the location.",,
