Id,Source,Translation,Comment
JWK-AdminUI-OpenSettings,Open settings,Abrir ajustes,
JWK-AdminUI-ResetGlobalDestruction,Reset destruction (global),Deshacer destrucción (Global),
JWK-AdminUI-ResetNearbyDestruction,Reset destruction (nearby),Deshacer destrucción (cercano),
JWK-AdminUI-Title,Admin menu,Menú de administración,
JWK-AdminUI-WipeSaveData,Wipe save data,Borrar datos guardados,
JWK-Arland-Airport,Airport,Aeropuerto,
JWK-Arland-NewfieldFarm,Newfield Farm,Granja Newfield,
JWK-BankUI-Amount,Amount,Importe,
JWK-BankUI-MoneyTransfer,Money transfer,Transferencia de dinero,
JWK-BankUI-Perform,Perform,Enviar,
JWK-BankUI-Recipient,Receiver,Receptor,
JWK-BankUI-YourMoney,Your money,Su dinero,
JWK-BattleFallbackTitle,Battle,Batalla,
JWK-BattlePlayerLosing,Resistance is losing control...,La resistencia está perdiendo el control...,
JWK-BattleProgress,Battle in progress...,Batalla en curso...,
JWK-BrokenSave-Text,"Save game data incompatible with this version of the mod has been detected. Please start a new campaign or revert the update to continue playing.<br/><br/>Use the ""<b>Restart</b>"" option in the pause menu or the ""<b>Wipe save data</b>"" in the admin menu to restart.","Se han detectado datos de partidas guardadas incompatibles con esta versión del mod. Por favor, inicia una nueva campaña o revierte la actualización para continuar jugando.<br/><br/>Utiliza la opción ""<b>Reiniciar</b>"" en el menú de pausa o la opción ""<b>Borrar datos guardados</b>"" en el menú de administración para reiniciar.",
JWK-BuildItem-ArmoryFOB,Field armory,Arsenal de campaña,
JWK-BuildItem-ArmoryFOB_Description,Buy weapons and ammunition.,Compra armas y munición.,
JWK-BuildItem-ArmoryFOB_DescriptionLong,Gives access to weapons and ammunitions belonging to the resistance. Items are purchased using supplies.,Da acceso a armas y municiones pertenecientes a la resistencia. Los objetos se compran usando suministros.,
JWK-BuildItem-ArmoryMOB,Allied armory,Arsenal aliado,
JWK-BuildItem-ArmoryMOB-Description,Buy weapons and ammunition.,Compra armas y munición.,
JWK-BuildItem-ArmoryMOB-DescriptionLong,Gives access to weapons and ammunitions provided by the allied faction. Items are purchased using supplies.,Da acceso a armas y municiones proporcionadas por la facción aliada. Los objetos se compran con suministros.,
JWK-BuildItem-Bunker,Bunker,Bunker,
JWK-BuildItem-Bunker_Description,Cozy place for your sentries.,Un lugar acogedor para tus centinelas.,
JWK-BuildItem-Bunker_DescriptionLong,Place it in a good observation spot.,Colócalo en un buen lugar de observación.,
JWK-BuildItem-CommandPost,Command post,Puesto de mando,
JWK-BuildItem-CommandPost_Description,Have an officer on site.,Disponer de un oficial en la base.,
JWK-BuildItem-CommandPost_DescriptionLong,Gain access to a resistance officer being present on site.,Disponer de un oficial de la resistencia en la base.,
JWK-BuildItem-EquipmentStoreFOB,Equipment store,Tienda de equipación,
JWK-BuildItem-EquipmentStoreFOB_Description,Buy clothing and equipment.,Comprar ropa y equipamiento.,
JWK-BuildItem-EquipmentStoreFOB_DescriptionLong,Gives access to uniforms and other equipment belonging to the resistance. Items are purchased using supplies.,Da acceso a uniformes y otros equipos pertenecientes a la resistencia. Los artículos se compran utilizando suministros.,
JWK-BuildItem-EquipmentStoreMOB,Equipment store,Tienda de equipación,
JWK-BuildItem-EquipmentStoreMOB_Description,Buy clothing and equipment.,Comprar ropa y equipamiento.,
JWK-BuildItem-EquipmentStoreMOB_DescriptionLong,Gives access to uniforms and other equipment provided by the allied faction. Items are purchased using supplies.,Da acceso a uniformes y otro equipamiento proporcionado por la facción aliada. Los objetos se compran con suministros.,
JWK-BuildItem-FieldFuelStorage,Field fuel storage,,
JWK-BuildItem-FieldFuelStorage_Description,Store a large amount of fuel.,,
JWK-BuildItem-FieldFuelStorage_DescriptionLong,"Stores 3000 litres of fuel, but cannot be used to refuel vehicles.",,
JWK-BuildItem-FieldGarageMedium,Medium Garage,Garaje mediano,
JWK-BuildItem-FieldGarageMedium_Description,Store 2 vehicles.,Aparca hasta 2 vehículos.,
JWK-BuildItem-FieldGarageMedium_DescriptionLong,"Allows assigning two ground vehicles to prevent them from being lost, and enables retrieving them from far away.",Permite asignar dos vehículos terrestres para evitar que se pierdan y permite recuperarlos desde lejos.,
JWK-BuildItem-FieldGarageSmall,Small Garage,Garaje pequeño,
JWK-BuildItem-FieldGarageSmall_Description,Store 1 vehicle.,Aparca 1 vehículo.,
JWK-BuildItem-FieldGarageSmall_DescriptionLong,"Allows assigning a single ground vehicle to prevent it from being lost, and enables retrieving it from far away.",Permite asignar un único vehículo terrestre para evitar que se pierda y permite recuperarlo desde lejos.,
JWK-BuildItem-FiringPosition,Firing position,Posición de disparo,
JWK-BuildItem-FiringPosition_Description,Prepare for unwanted guests.,Prepárese para recibir invitados no deseados.,
JWK-BuildItem-FiringPosition_DescriptionLong,Basic defence composition.,Posición defensiva básica.,
JWK-BuildItem-FuelPoint,Fuel point,Punto de repostaje,
JWK-BuildItem-FuelPoint_Description,Refuel vehicles.,Repostar vehículos.,
JWK-BuildItem-FuelPoint_DescriptionLong,Allows to refuel ground vehicles.,Permite repostar vehículos terrestres.,
JWK-BuildItem-GuardTower,Guard tower,Torre de vigilancia,
JWK-BuildItem-GuardTower_Description,Get a better view.,Consigue una vista mejor.,
JWK-BuildItem-Helipad,Helipad,Helipuerto,
JWK-BuildItem-HelipadRepair,Service Helipad,Helipuerto de reparaciones,
JWK-BuildItem-HelipadRepair_Description,Repair helicopters.,Reparación de helicópteros.,
JWK-BuildItem-HelipadRepair_DescriptionLong,Service helipad allows to assign a single helicopter and enables helicopter refueling and repairing. Can be constructed only in airbases.,El helipuerto de reparaciones permite asignar un solo helicóptero y permite repostar y reparar helicópteros. Sólo puede construirse en bases aéreas.,
JWK-BuildItem-Helipad_Description,Store single helicopter.,Almacena 1 helicóptero.,
JWK-BuildItem-Helipad_DescriptionLong,"Helipad allows to assign a single helicopter, which protects it from being lost and enables retrieving it from far away. Basic version without refueling or repairing abilities.","Helipuerto permite asignar un solo helicóptero, lo que impide que se pierda y permite recuperarlo desde lejos. Versión básica sin capacidad de reabastecimiento ni reparación.",
JWK-BuildItem-LivingArea,Living area,Barracones,
JWK-BuildItem-LivingArea_Description,Shelter recruits.,Aloja reclutas.,
JWK-BuildItem-LivingArea_DescriptionLong,Provides living space for a few soldiers that can be recruited.,Proporciona espacio vital a algunos soldados que pueden ser reclutados.,
JWK-BuildItem-MedicalTent,Medical tent,Tienda médica,
JWK-BuildItem-MedicalTent_Description,Heal wounds and recover faster.,Cura las heridas y recupérate más rápido.,
JWK-BuildItem-MedicalTent_DescriptionLong,Medical tent improves injury regeneration and allows to purchase medical goods using supplies.,La tienda médica mejora la regeneración de las heridas y permite comprar productos médicos utilizando suministros.,
JWK-BuildItem-Mortar,Mortar,Mortero,
JWK-BuildItem-Mortar_Description,Send a message over long distance.,Enviar un mensaje a larga distancia.,
JWK-BuildItem-Mortar_DescriptionLong,Complete mortar emplacement. Projectiles can be purchased using supplies.,Emplazamiento de mortero completo. Los proyectiles se pueden comprar con suministros.,
JWK-BuildItem-StorageLarge,Large supplies storage,,
JWK-BuildItem-StorageLarge-Description,Store 3000 supplies.,,
JWK-BuildItem-StorageLarge-DescriptionLong,Allows you to store 3000 supplies.,,
JWK-BuildItem-StorageMedium,Medium supplies storage,,
JWK-BuildItem-StorageMedium-Description,Store 1500 supplies.,,
JWK-BuildItem-StorageMedium-DescriptionLong,Allows you to store 1500 supplies.,,
JWK-BuildItem-StorageSmall,Small supplies storage,Pequeño almacén de suministros,
JWK-BuildItem-StorageSmall-Description,Store 700 supplies.,Almacena 700 suministros.,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows you to store 700 supplies. First one can be constructed for free.,Permite almacenar 700 suministros. El primero se puede construir gratis.,
JWK-BuildItem-VehicleDepot,Vehicle Depot,,
JWK-BuildItem-VehicleDepot_Description,Procure vehicles.,,
JWK-BuildItem-VehicleDepot_DescriptionLong,Allows you to procure vehicles and store 1 vehicle.,,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,Rampa de mantenimiento de vehículos,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,Reparación de vehículos.,
JWK-BuildItem-VehicleRamp_DescriptionLong,Allows you to repair ground vehicles.,,
JWK-BuildUI-Cost,Cost:,Coste:,
JWK-BuildUI-Title,Build,Construcción,
JWK-CTA-ConstructionMenu,Construction menu,Menú Construcción,
JWK-CTA-HideoutResupply,Resupply hideout,Reabastecer escondite,
JWK-CTA-HideoutTakeSupplies,Take hideout supplies,,
JWK-CTA-ManageVehicles,Manage vehicles,Gestionar vehículos,
JWK-CTA-OpenMenu,Freedom Fighters,Luchadores por la libertad,
JWK-CTA-ParkVehicle,Park vehicle,Aparcar el vehículo,
JWK-CTA-Radio,Use radio,Utilizar la radio,
JWK-CTA-TimeToWithstand,Withstand...,Te levantaras en...,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,Donar suministros a la población civil,
JWK-CharacterMenu,Character Menu,Menú de personaje,
JWK-CharacterUI-Age,Age,Edad,
JWK-CharacterUI-Birthday,Birthday,Nacimiento,
JWK-CharacterUI-Birthplace,Birthplace,Lugar de nacimiento,
JWK-CharacterUI-BloodType,Blood type,Tipo de sangre,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,Se busca vivo o muerto,
JWK-CharacterUI-Title,Profile,Perfil,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,Usa un vehiculo en busqueda,
JWK-ConsoleUI-BackToMenu,Back to menu,Volver al menú,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.","Debido a la falta de funciones de modding, la experiencia para un jugador y el hosting local no están disponibles en los sistemas de consola. Sugerimos configurar un servidor dedicado privado o unirse a uno público.",
JWK-ConsoleUI-Title,Unavailable on consoles,No disponible en consolas,
JWK-ConstructUI-Title,Construct,,
JWK-ConvoAction-Convert,Convince to support,Convencer para que nos apoye,
JWK-ConvoAction-Extort,Extort money,Extorsionar dinero,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,Solicitar una reunión,
JWK-ConvoChoice-AskJob,Ask for a job,Pedir una tarea,
JWK-ConvoChoice-Confirm,Confirm,Confirmar,
JWK-ConvoChoice-FollowMe,Ask to follow,,
JWK-ConvoChoice-GetPoster,Ask for posters,Pedir carteles,
JWK-ConvoChoice-Liberate,Liberate,,
JWK-ConvoChoice-ReportBack,Report back,Informar,
JWK-ConvoChoice-ReportResistance,Report resistance activity,Denunciar presencia de la resistencia,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,Refuerzos,
JWK-ConvoChoice-RequestSupport,Request support,Solicitar ayuda,
JWK-ConvoChoice-ResignJob,Resign from a job,,
JWK-ConvoChoice-StopFollowing,Ask to stay,,
JWK-ConvoChoice-Trade,Trade,Comerciar,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,Entregar las placas de identificación,
JWK-DialogUI-AddonConflictWarning-Message,Detected following addons that are known to conflict with Freedom Fighters.,,
JWK-DialogUI-AddonConflictWarning-MessageClient,Unexpected gameplay bugs can occur while playing on this server.,,
JWK-DialogUI-AddonConflictWarning-MessageOwner,Consider unloading them to ensure a bug-free experience.,,
JWK-DialogUI-AddonConflictWarning-Title,Addons conflict,,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.","Los objetos restablecidos pueden colisionar con edificaciones o vehiculos dejados en lugar de los objetos destruidos, causando un efecto indeseado. Este es un proceso experimental y se recomienda hacer una copia de tu partida guardada.<br/><br/>Una vez confirmes la acción, tienes que forzar el grabado y reiniciar el server para que los cambios tengan efecto.",
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,Deshacer destrucción,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.","El guardado forzado realizará el guardado completo en una sola operación, lo que puede bloquear el servidor en mapas grandes y con muchos datos. Esto puede hacer que los jugadores remotos, incluido tú, pierdan la conexión. Esto no afecta a la operación de guardado en sí.",
JWK-DialogUI-OnlineForceSave-Title,Online session warning,Aviso de sesión online,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","¿Estás seguro de querer borrar los datos de guardado de la campaña? Después de proceder, el escenario se reiniciará automáticamente.<br/><br/><b><color rgba='255,0,0,255'>ADVERTENCIA: ESTA OPERACIÓN NO SE PUEDE REVERTIR. PERDERÁS TODO EL PROGRESO.</color></b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,Aviso de borrado,
JWK-DialogUI-SettingsImport-Failed,Your clipboard does not contain valid settings.,,
JWK-DifficultyPreset-Custom,Custom,Personalizado,
JWK-DifficultyPreset-Easy,Easy,Fácil,
JWK-DifficultyPreset-Extreme,Extreme,Extremo,
JWK-DifficultyPreset-Hard,Hard,Dificil,
JWK-DifficultyPreset-Normal,Normal,Normal,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,Se utiliza para identificar cadáveres encontrados en el campo de batalla.,
JWK-Dogtag_Name_Dynamic,%1 dogtags,%1 placas de identificación,
JWK-Dogtag_Name_Universal,Dogtags,Placas de identificación,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,Tu ropa está ensangrentada. Llevarlas desvela tu disfraz y te hace llamar la atención del enemigo. Deberías cambiarte de ropa o ir a nadar.,
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,Tu ropa ha sido limpiada. Llevarla puesta ya no te hará sospechoso.,
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.","Serás tratado como un combatiente cuando lleves armas abiertamente o vistas atuendos de combatiente. Ten cuidado, ya que puedes ser buscado si te ven los enemigos.",
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,Ahora estás buscado por el enemigo. Escóndete en un lugar seguro y permanece fuera de la vista durante algún tiempo para perderlos.,
JWK-EditSignUI-Text,Text,Texto,
JWK-EditSignUI-TextColor,Text color,Color del texto,
JWK-EditSignUI-TextSize,Text size,Tamaño del texto,
JWK-EditSignUI-Title,Edit Sign,Editar cartel,
JWK-EditorAttrib-Heat,Heat level,Nivel de busqueda,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,Poner a 0% para eliminar estado de busqueda,
JWK-EditorAttrib-LockState,Locked,Bloqueado,
JWK-EditorAttrib-Money,Money,Dinero,
JWK-EndGameUI-GameOver,Defeat,Derrota,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.","A pesar de los esfuerzos y la lucha heroica, %1 no ha podido liberar %2. Las fuerzas de %3 están aquí para quedarse por mucho tiempo. La próxima vez presta más atención al apoyo de la población y a la logística de tu revolución. Ningún esfuerzo militar en la historia tuvo éxito sin estos elementos.",
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.","¡Buen trabajo! Gracias al incansable esfuerzo realizado por la %1, la población de %2 ya no será oprimida por las fuerzas de %3. Estos actos heroicos serán recordados por muchas generaciones venideras.",
JWK-EndGameUI-VictoryTitle,Victory,Victoria,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,Utilícelo para despertar a personas incapacitadas. También puede autoadministrarse.,
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,Inyector de un solo uso con una dosis de epinefrina.,
JWK-EpinephrineItem-Name,Epinephrine,Epinefrina,
JWK-Everon-Airport,Airport,Aeropuerto,
JWK-Everon-Barracks,Barracks,Barracones,
JWK-Everon-CementPlant,Cement Plant,Fábrica de cemento,
JWK-Everon-ChotainFarm,Chotain Farm,Granja Chotain,
JWK-Everon-ConcretePlant,Concrete Plant,Planta de hormigón,
JWK-Everon-EtoupeFarm,Etoupe Farm,Granja Etoupe,
JWK-Everon-FieldHospital,Field Hospital,Hospital de campaña,
JWK-Everon-Headquarters,Headquarters,Cuartel general,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Aserradero Le Moule,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,Almacén logístico,
JWK-Everon-MontignacFactory,Montignac Factory,Fábrica de Montignac,
JWK-Everon-MontignacFarm,Montignac Farm,Granja de Montignac,
JWK-Everon-PowerPlant,Power Plant,Central eléctrica,
JWK-Everon-Quarry,Quarry,Cantera,
JWK-Everon-ReginaSawmill,Regina Sawmill,Aserradero Regina,
JWK-Everon-TrainingGrounds,Training Grounds,Campos de entrenamiento,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,Fábrica VD Almara,
JWK-FM-Bases-Armories-06dedf77-Differenttypesof,"Different types of armories can be built, depending on the operating base type:<br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunition of your supporting faction.<br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunition of the player faction.","Se pueden construir diferentes tipos de arsenal, dependiendo del tipo de base operativa:<br/><br/>- <b>Arsenal aliado</b> está disponible en <b>bases militares</b> y ofrece armas y municiones de tu facción de apoyo.<br/><br/>- <b>Arsenal de campaña</b> está disponible en las <b>FOB</b> y ofrece armas y munición de la facción del jugador.",
JWK-FM-Bases-Armories-3345caf7-Armoriesallowthe,Armories allow the purchase of weapons and ammunition using resources stored at the base.,Los arsenales permiten comprar armas y municiones usando los recursos almacenados en la base.,
JWK-FM-Bases-Armories-5ab7756b-Onlyonearmorycan,Only one armory can be built per location.,,
JWK-FM-Bases-Armories-Title,Armories,Arsenales,
JWK-FM-Bases-Commandposts-1d12a9f5-Onlyonecommandpo,Only one command post can be built per location.,,
JWK-FM-Bases-Commandposts-8bb1df98-Commandpostenabl,"Command post enables you to have a <b>resistance officer</b> on site, allowing you to hand in dogtags, take posters or missions in your operating base, without the need to travel to a hideout.","Puesto de mando te permite tener un <b>oficial de resistencia</b> en el lugar, permitiéndote entregar placas, tomar carteles o misiones en tu base de operaciones, sin necesidad de desplazarte a un escondite.",
JWK-FM-Bases-Commandposts-Title,Command posts,Puestos de mando,
JWK-FM-Bases-Equipmentstores-15a94709-Onlyoneequipment,Only one equipment store can be built per location.,,
JWK-FM-Bases-Equipmentstores-234eb810-Differenttypesof,"Different types of stores can be built, depending on the operating base type:","Se pueden construir diferentes tipos de tienda, dependiendo del tipo de base operativa:",
JWK-FM-Bases-Equipmentstores-25aa81fd-Alliedequipments,- <b>Allied equipment</b> store is available at <b>military bases</b> and offers equipment of your supporting faction.<br/>- <b>Field equipment</b> store is available at <b>FOBs</b> and offers equipment of the player faction.,,
JWK-FM-Bases-Equipmentstores-Title,Equipment stores,Tiendas de equipación,
JWK-FM-Bases-Equipmentstores-d8a71344-Equipmentstoresa,Equipment stores allow you to purchase uniforms and non-lethal equipment using resources stored at the base.,Las tiendas de equipamiento permiten comprar uniformes y equipamiento no letal usando los recursos almacenados en la base.,
JWK-FM-Bases-Garages-146a4e35-Somegaragefacili,"Some garage facilities enable <b>vehicle procurement</b>, which can be accessed from the garage management interface.",,
JWK-FM-Bases-Garages-7fa445f9-Toassignavehicle,"To assign a vehicle, you have the park it in the spot, come to a full stop and select the relevant option from the <b>radial menu</b>. Your vehicle must fit into the spot and have a matching type - for example, you can't assign a car to a helipad. You will see an on-screen prompt when the option is available.",,
JWK-FM-Bases-Garages-Title,Garages,Garajes,
JWK-FM-Bases-Garages-b53ad449-Sometypesofgarag,"Some types of garages can be constructed, but you can also find existing garage buildings in captured locations. All types of garages are marked on the map with a parking icon.",,
JWK-FM-Bases-Garages-bf4454ea-Torecoveravehicl,"To recover a vehicle, you have to interact with a parking spot sign, always found somewhere near the spot. Be mindful, as the recovery will cost you money and/or resources, depending on the distance the vehicle is transported over. You also need to ensure the spot is not obstructed. You can also abandon the vehicle in the same interface, if you want to free up the spot.",,
JWK-FM-Bases-Garages-f2449fb2-Garagesallowyout,"Garages allow you to assign vehicles to one or more parking spots. Assigning a vehicle enables to recover it from afar and protects it from despawning, which is very useful if you lose your vehicle, for example because of a sudden death.",,
JWK-FM-Bases-Helipads-4c0655af-Additionallytore,"Additionally to regular helipads, military bases allow to construct a <b>service helipad</b>, which can be used to repair and rearm helicopters.",,
JWK-FM-Bases-Helipads-6d36d2ee-Helipadsofferasi,"Helipads offer a single parking spot to which helicopters can be assigned, and otherwise they are identical in functionality to garages.","Los helipuertos ofrecen una única plaza de aparcamiento a la que se pueden asignar helicópteros y, por lo demás, su funcionalidad es idéntica a la de los garajes.",
JWK-FM-Bases-Helipads-Title,Helipads,Helipuertos,
JWK-FM-Bases-Medicaltents-5c66037a-Medicaltentsoffe,"Medical tents offer faster regeneration for <b>freedom fighters</b> residing inside. They are also a source for medical items such as bandages or epinephrine, which can be obtained by spending resources at the tent.","Las tiendas médicas ofrecen una regeneración más rápida a los <b>luchadores por la libertad</b> que residen en su interior. También son una fuente de artículos médicos como vendas o epinefrina, que se pueden obtener gastando recursos en la tienda.",
JWK-FM-Bases-Medicaltents-Title,Medical tents,Tiendas médicas,
JWK-FM-Bases-Operatingbases-118e8b9d-FOBsarefieldbase,"FOBs are field bases and as such, offer fewer capabilities than <b>military bases</b>, and their armory and equipment assortment is limited to resistance assets. However, they can be established very early, before the resistance is strong enough to overtake a military base, and/or may be placed in very advantageous locations.",,
JWK-FM-Bases-Operatingbases-1aa99fda-ForwardOperating,Forward Operating Bases,Bases de operaciones avanzadas,
JWK-FM-Bases-Operatingbases-202a74c5-Militarybasesare,"<b>Military bases</b> are existing locations in the world, controlled by the enemy. After they are taken over, they can be used as <b>operating bases</b>.","Las <b>bases militares</b> son ubicaciones existentes en el mundo, controladas por el enemigo. Una vez tomadas, pueden usarse como <b>bases de operaciones</b>.",
JWK-FM-Bases-Operatingbases-2ffe51ca-FOBscanbeestabli,"FOBs can be established by resistance members using the entrenchment tool, via the placement menu. They need to be placed at a sufficient distance from enemy-controlled facilities, towns and other points of interest. You can use <b>FOB Placement</b> map tool to plan the location in advance.","Los miembros de la resistencia pueden establecer FOBs utilizando la herramienta de atrincheramiento, a través del menú de colocación. Deben colocarse a suficiente distancia de las instalaciones controladas por el enemigo, ciudades y otros puntos de interés. Puedes usar la herramienta de mapa <b>Colocación de FOB</b> para planificar la ubicación con antelación.",
JWK-FM-Bases-Operatingbases-6b95ccef-Militarybases,Military bases,Bases militares,
JWK-FM-Bases-Operatingbases-849cfd95-Theyaresomewhatc,"They are somewhat complementary to <b>FOBs</b>, as they offer more possibilities at the cost of their fixed placement. Fighters will find here regular army equipment of the <b>allied forces</b> and more construction options.","Son algo complementarias a las <b>FOB</b>, ya que ofrecen más posibilidades a costa de su emplazamiento fijo. Los combatientes encontrarán aquí equipo militar habitual de las <b>fuerzas aliadas</b> y más opciones de construcción.",
JWK-FM-Bases-Operatingbases-Title,Operating bases,Bases de operaciones,
JWK-FM-Bases-Operatingbases-b1d88111-Therearetwotypes,"There are two types of operating bases, as described below.","Hay dos tipos de bases de operaciones, como se describe a continuación.",
JWK-FM-Bases-Operatingbases-c2aae2f7-Operatingbasesar,"Operating bases are locations in which resistance members can construct buildings and fortifications, store resources, operate garages, repair and refuel vehicles, and more. If enough resources are stored, an operating base may be used as a <b>respawn location</b>.","Las bases de operaciones son ubicaciones en las que los miembros de la resistencia pueden construir edificios y fortificaciones, almacenar recursos, operar garajes, reparar y repostar vehículos y mucho más. Si se almacenan suficientes recursos, una base de operaciones puede usarse como <b>lugar de reaparición</b>.",
JWK-FM-Bases-Repairstations-87234f74-Repairstationsal,"Repair stations allow to repair vehicles of relevant category. To repair ground vehicles, build a <b>vehicle maintenance ramp</b>. To repair helicopters, build a <b>service helipad</b>. Follow base game mechanics to carry out the repairs - equip yourself with a wrench and approach the damaged elements until you see a relevant action. The repairs will consume resources stored at the location.","Los talleres permiten reparar vehículos de la categoría correspondiente. Para reparar vehículos terrestres, construye una <b>rampa de mantenimiento de vehículos</b>. Para reparar helicópteros, construye un <b>helipuerto de reparación</b>. Sigue la mecánica del juego base para llevar a cabo las reparaciones: equípate con una llave inglesa y acércate a los elementos dañados hasta que veas una acción relevante. Las reparaciones consumirán recursos almacenados en el lugar.",
JWK-FM-Bases-Repairstations-Title,Repair stations,Talleres de reparación,
JWK-FM-Bases-Storages-24fb4751-Therearedifferen,"There are different tiers of storages with different capacities. Available types depend on operating base type, and there's a limit on how many storages of each type can be built.",,
JWK-FM-Bases-Storages-414463b7-Astheresourcesfo,"As the resources for construction are pulled from the base pool, the first supply storage in a base can be constructed without spending any resources.","Como los recursos para la construcción se extraen de la reserva de la base, el primer almacén de suministros de una base se puede construir sin gastar recursos.",
JWK-FM-Bases-Storages-Title,Storages,Almacenes,
JWK-FM-Bases-Storages-c14ca45a-Resourcesinstora,Resources in storage are persistent and do not expire or decay.,Los recursos de los almacenes son persistentes y no caducan ni decaen.,
