Id,Source,Translation,Comment
JWK-AdminUI-OpenSettings,Open settings,Otwórz ustawienia,
JWK-AdminUI-ResetGlobalDestruction,Reset destruction (global),Zresetuj zniszczenia (globalnie),
JWK-AdminUI-ResetNearbyDestruction,Reset destruction (nearby),Zresetuj zniszczenia (w pobliżu),
JWK-AdminUI-Title,Admin menu,Menu administratora,
JWK-AdminUI-WipeSaveData,Wipe save data,Wymaż zapisane dane,
JWK-Arland-Airport,Airport,Lotnisko,
JWK-Arland-NewfieldFarm,Newfield Farm,Farma Newfield,
JWK-BankUI-Amount,Amount,Kwota,
JWK-BankUI-MoneyTransfer,Money transfer,Przelew pieniędzy,
JWK-BankUI-Perform,Perform,Wykonaj,
JWK-BankUI-Recipient,Receiver,Odbiorca,
JWK-BankUI-YourMoney,Your money,Twoje pieniądze,
JWK-BattleFallbackTitle,Battle,Bitwa,
JWK-BattlePlayerLosing,Resistance is losing control...,Ruch oporu traci kontrolę...,
JWK-BattleProgress,Battle in progress...,Bitwa w toku ...,
JWK-BrokenSave-Text,"Save game data incompatible with this version of the mod has been detected. Please start a new campaign or revert the update to continue playing.<br/><br/>Use the ""<b>Restart</b>"" option in the pause menu or the ""<b>Wipe save data</b>"" in the admin menu to restart.","Wykryto dane zapisu niezgodne z tą wersją moda. Rozpocznij nową kampanię lub cofnij aktualizację, aby kontynuować grę.<br/><br/>Użyj opcji ""<b>Restart</b>"" w menu pauzy lub ""<b>Usuń dane zapisu</b>"" w menu administratora, aby rozpocząć grę od nowa.",
JWK-BuildItem-ArmoryFOB,Field armory,Zbrojownia polowa,
JWK-BuildItem-ArmoryFOB_Description,Buy weapons and ammunition.,Kup broń i amunicję.,
JWK-BuildItem-ArmoryFOB_DescriptionLong,Gives access to weapons and ammunitions belonging to the resistance. Items are purchased using supplies.,Umożliwia dostęp do broni i amunicji dostarczanych przez ruch oporu. Przedmioty kupowane są przy użyciu zaopatrzenia.,
JWK-BuildItem-ArmoryMOB,Allied armory,Zbrojownia sojusznicza,
JWK-BuildItem-ArmoryMOB-Description,Buy weapons and ammunition.,Kup broń i amunicję.,
JWK-BuildItem-ArmoryMOB-DescriptionLong,Gives access to weapons and ammunitions provided by the allied faction. Items are purchased using supplies.,Umożliwia dostęp do broni i amunicji dostarczanych przez frakcję sojuszniczą. Przedmioty kupowane są przy użyciu zaopatrzenia.,
JWK-BuildItem-Bunker,Bunker,Bunkier,
JWK-BuildItem-Bunker_Description,Cozy place for your sentries.,Przytulne miejsce dla twoich wartowników.,
JWK-BuildItem-Bunker_DescriptionLong,Place it in a good observation spot.,Umieść go w dobrym punkcie obserwacyjnym.,
JWK-BuildItem-CommandPost,Command post,Posterunek dowodzenia,
JWK-BuildItem-CommandPost_Description,Have an officer on site.,Zapewnia obecność oficera na miejscu.,
JWK-BuildItem-CommandPost_DescriptionLong,Gain access to a resistance officer being present on site.,Daje dostęp do oficera ruchu oporu stacjonującego na miejscu,
JWK-BuildItem-EquipmentStoreFOB,Equipment store,Skład wyposażenia,
JWK-BuildItem-EquipmentStoreFOB_Description,Buy clothing and equipment.,Kup odzież i wyposażenie.,
JWK-BuildItem-EquipmentStoreFOB_DescriptionLong,Gives access to uniforms and other equipment belonging to the resistance. Items are purchased using supplies.,Umożliwia dostęp do mundurów i innego wyposażenia należącego do ruchu oporu. Przedmioty kupowane są przy użyciu zaopatrzenia.,
JWK-BuildItem-EquipmentStoreMOB,Equipment store,Skład wyposażenia,
JWK-BuildItem-EquipmentStoreMOB_Description,Buy clothing and equipment.,Kup odzież i wyposażenie.,
JWK-BuildItem-EquipmentStoreMOB_DescriptionLong,Gives access to uniforms and other equipment provided by the allied faction. Items are purchased using supplies.,Umożliwia dostęp do mundurów i innego wyposażenia dostarczanego przez ruch oporu. Przedmioty kupowane są przy użyciu zaopatrzenia.,
JWK-BuildItem-FieldFuelStorage,Field fuel storage,Polowe magazynowanie paliwa,
JWK-BuildItem-FieldFuelStorage_Description,Store a large amount of fuel.,Magazynuj duże ilości paliwa.,
JWK-BuildItem-FieldFuelStorage_DescriptionLong,"Stores 3000 litres of fuel, but cannot be used to refuel vehicles.","Magazynuje 3000 litrów paliwa, jednak nie może być używane do tankowania pojazdów.",
JWK-BuildItem-FieldGarageMedium,Medium Garage,Średni garaż,
JWK-BuildItem-FieldGarageMedium_Description,Store 2 vehicles.,Przechowuje 2 pojazdy.,
JWK-BuildItem-FieldGarageMedium_DescriptionLong,"Allows assigning two ground vehicles to prevent them from being lost, and enables retrieving them from far away.","Umożliwia przypisanie dwóch pojazdów lądowych, aby zapobiec ich utracie, oraz pozwala na ich odzyskanie z daleka.",
JWK-BuildItem-FieldGarageSmall,Small Garage,Mały garaż,
JWK-BuildItem-FieldGarageSmall_Description,Store 1 vehicle.,Przechowuje 1 pojazd.,
JWK-BuildItem-FieldGarageSmall_DescriptionLong,"Allows assigning a single ground vehicle to prevent it from being lost, and enables retrieving it from far away.","Umożliwia przypisanie jednego pojazdu lądowego, aby zapobiec jego utracie, oraz pozwala na odzyskanie go z daleka.",
JWK-BuildItem-FiringPosition,Firing position,Stanowisko ogniowe,
JWK-BuildItem-FiringPosition_Description,Prepare for unwanted guests.,Przygotuj się na nieproszonych gości.,
JWK-BuildItem-FiringPosition_DescriptionLong,Basic defence composition.,Podstawowy punkt obronny.,
JWK-BuildItem-FuelPoint,Fuel point,Stacja paliwowa,
JWK-BuildItem-FuelPoint_Description,Refuel vehicles.,Zatankuj pojazdy.,
JWK-BuildItem-FuelPoint_DescriptionLong,Allows to refuel ground vehicles.,Umożliwia tankowanie pojazdów lądowych.,
JWK-BuildItem-GuardTower,Guard tower,Wieża strażnicza,
JWK-BuildItem-GuardTower_Description,Get a better view.,Zapewnia lepszą widoczność.,
JWK-BuildItem-Helipad,Helipad,Lądowisko,
JWK-BuildItem-HelipadRepair,Service Helipad,Lądowisko serwisowe,
JWK-BuildItem-HelipadRepair_Description,Repair helicopters.,Naprawiaj śmigłowce.,
JWK-BuildItem-HelipadRepair_DescriptionLong,Service helipad allows to assign a single helicopter and enables helicopter refueling and repairing. Can be constructed only in airbases.,Lądowisko serwisowe umożliwia przypisanie jednego śmigłowca oraz zapewnia jego tankowanie i naprawę. Może być budowane wyłącznie w bazach lotniczych.,
JWK-BuildItem-Helipad_Description,Store single helicopter.,Przechowuje jeden śmigłowiec.,
JWK-BuildItem-Helipad_DescriptionLong,"Helipad allows to assign a single helicopter, which protects it from being lost and enables retrieving it from far away. Basic version without refueling or repairing abilities.","Lądowisko umożliwia przypisanie jednego śmigłowca, chroniąc go przed utratą i pozwalając na jego odzyskanie z dużej odległości. Jest to podstawowa wersja, pozbawiona możliwości tankowania i naprawy.",
JWK-BuildItem-LivingArea,Living area,Strefa mieszkalna,
JWK-BuildItem-LivingArea_Description,Shelter recruits.,Schronienie dla rekrutów.,
JWK-BuildItem-LivingArea_DescriptionLong,Provides living space for a few soldiers that can be recruited.,"Zapewnia miejsce zamieszkania dla kilku żołnierzy, których można zwerbować.",
JWK-BuildItem-MedicalTent,Medical tent,Namiot medyczny,
JWK-BuildItem-MedicalTent_Description,Heal wounds and recover faster.,Leczy rany i przyspiesza regenerację.,
JWK-BuildItem-MedicalTent_DescriptionLong,Medical tent improves injury regeneration and allows to purchase medical goods using supplies.,Namiot medyczny poprawia regenerację obrażeń i umożliwia zakup artykułów medycznych przy użyciu zaopatrzenia.,
JWK-BuildItem-Mortar,Mortar,Moździerz,
JWK-BuildItem-Mortar_Description,Send a message over long distance.,Wyślij wiadomość na daleki dystans.,
JWK-BuildItem-Mortar_DescriptionLong,Complete mortar emplacement. Projectiles can be purchased using supplies.,Pełne stanowisko moździerza. Pociski można kupować zaopatrzeniem.,
JWK-BuildItem-StorageLarge,Large supplies storage,Duży magazyn zaopatrzenia,
JWK-BuildItem-StorageLarge-Description,Store 3000 supplies.,Przechowuje 3000 jednostek zaopatrzenia.,
JWK-BuildItem-StorageLarge-DescriptionLong,Allows you to store 3000 supplies.,Pozwala przechować 3000 jednostek zaopatrzenia.,
JWK-BuildItem-StorageMedium,Medium supplies storage,Średni magazyn zaopatrzenia,
JWK-BuildItem-StorageMedium-Description,Store 1500 supplies.,Przechowuje 1500 jednostek zaopatrzenia.,
JWK-BuildItem-StorageMedium-DescriptionLong,Allows you to store 1500 supplies.,Pozwala przechować 1500 jednostek zaopatrzenia.,
JWK-BuildItem-StorageSmall,Small supplies storage,Mały magazyn zaopatrzenia,
JWK-BuildItem-StorageSmall-Description,Store 700 supplies.,Przechowuje 700 jednostek zaopatrzenia.,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows you to store 700 supplies. First one can be constructed for free.,Umożliwia przechowywanie do 700 jednostek zaopatrzenia. Pierwszy magazyn można zbudować bezpłatnie.,
JWK-BuildItem-VehicleDepot,Vehicle Depot,Zajezdnia pojazdów,
JWK-BuildItem-VehicleDepot_Description,Procure vehicles.,Pozyskuj pojazdy.,
JWK-BuildItem-VehicleDepot_DescriptionLong,Allows you to procure vehicles and store 1 vehicle.,Pozwala pozyskiwać pojazdy i przechować 1 pojazd.,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,Rampa serwisowa pojazdów,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,Naprawiaj pojazdy.,
JWK-BuildItem-VehicleRamp_DescriptionLong,Allows you to repair ground vehicles.,Umożliwia naprawę pojazdów lądowych.,
JWK-BuildUI-Cost,Cost:,Koszt:,
JWK-BuildUI-Title,Build,Zbuduj,
JWK-CTA-ConstructionMenu,Construction menu,Menu budowy,
JWK-CTA-HideoutResupply,Resupply hideout,Dostarcz zaopatrzenie do kryjówki,
JWK-CTA-HideoutTakeSupplies,Take hideout supplies,Weź zaopatrzenie z kryjówki,
JWK-CTA-ManageVehicles,Manage vehicles,Zarządzaj pojazdami,
JWK-CTA-OpenMenu,Freedom Fighters,Freedom Fighters,
JWK-CTA-ParkVehicle,Park vehicle,Zaparkuj pojazd,
JWK-CTA-Radio,Use radio,Użyj radia,
JWK-CTA-TimeToWithstand,Withstand...,Wytrzymaj jeszcze ...,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,Przekaż zaopatrzenie cywilom,
JWK-CharacterMenu,Character Menu,Menu postaci,
JWK-CharacterUI-Age,Age,Wiek,
JWK-CharacterUI-Birthday,Birthday,Data urodzenia,
JWK-CharacterUI-Birthplace,Birthplace,Miejsce urodzenia,
JWK-CharacterUI-BloodType,Blood type,Grupa krwi,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,Poszukiwany żywy lub martwy.,
JWK-CharacterUI-Title,Profile,Profil,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,Używasz poszukiwanego pojazdu.,
JWK-ConsoleUI-BackToMenu,Back to menu,Powrót do menu,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.",Z powodu braku niektórych funkcji modowania uruchamianie trybu jednoosobowego oraz lokalny hosting są niedostępne na konsolach. Zalecamy skonfigurowanie prywatnego serwera dedykowanego lub dołączenie do serwera publicznego.,
JWK-ConsoleUI-Title,Unavailable on consoles,Niedostępne na konsolach,
JWK-ConstructUI-Title,Construct,Zbuduj,
JWK-ConvoAction-Convert,Convince to support,Przekonaj do poparcia,
JWK-ConvoAction-Extort,Extort money,Wymuś pieniądze,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,Poproś o spotkanie,
JWK-ConvoChoice-AskJob,Ask for a job,Poproś o zadanie,
JWK-ConvoChoice-Confirm,Confirm,Potwierdź,
JWK-ConvoChoice-FollowMe,Ask to follow,"Poproś, by podążał",
JWK-ConvoChoice-GetPoster,Ask for posters,Poproś o plakaty,
JWK-ConvoChoice-Liberate,Liberate,Wyzwól,
JWK-ConvoChoice-ReportBack,Report back,Zdaj raport,
JWK-ConvoChoice-ReportResistance,Report resistance activity,Zgłoś działalność ruchu oporu,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,Posiłki,
JWK-ConvoChoice-RequestSupport,Request support,Wezwij wsparcie,
JWK-ConvoChoice-ResignJob,Resign from a job,Zrezygnuj z zadania,
JWK-ConvoChoice-StopFollowing,Ask to stay,"Poproś, by został",
JWK-ConvoChoice-Trade,Trade,Handluj,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,Oddaj nieśmiertelniki,
JWK-DialogUI-AddonConflictWarning-Message,Detected following addons that are known to conflict with Freedom Fighters.,"Wykryto dodatki, o których wiadomo, że powodują konflikty z Freedom Fighters.",
JWK-DialogUI-AddonConflictWarning-MessageClient,Unexpected gameplay bugs can occur while playing on this server.,Podczas gry na tym serwerze mogą wystąpić niespodziewane błędy w rozgrywce.,
JWK-DialogUI-AddonConflictWarning-MessageOwner,Consider unloading them to ensure a bug-free experience.,"Rozważ ich wyłączenie, aby zapewnić stabilne działanie gry.",
JWK-DialogUI-AddonConflictWarning-Title,Addons conflict,Konflikt dodatków,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.","Odtworzone obiekty mogą kolidować z konstrukcjami lub pojazdami pozostawionymi w miejscu zniszczonych obiektów, powodując niepożądane efekty. Jest to funkcja eksperymentalna, dlatego zaleca się wykonanie kopii zapasowej zapisu gry.<br/><br/>Po potwierdzeniu tej akcji należy wymusić zapis i ponownie uruchomić serwer, aby zmiany zaczęły obowiązywać.",
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,Reset zniszczeń,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.","Wymuszony zapis wykonuje pełny zapis w jednej operacji, co może tymczasowo zablokować serwer na dużych mapach zawierających znaczną ilość danych. Może to spowodować utratę połączenia przez zdalnych graczy, w tym także przez ciebie. Nie wpływa to jednak na samą operację zapisu gry.",
JWK-DialogUI-OnlineForceSave-Title,Online session warning,Ostrzeżenie o sesji online,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","Czy na pewno chcesz wyczyścić zapisane dane kampanii? Po kontynuowaniu scenariusz zostanie automatycznie uruchomiony ponownie.<br/><br/><b><color rgba='255,0,0,255'>OSTRZEŻENIE: TEJ OPERACJI NIE MOŻNA COFNĄĆ. STRACISZ CAŁY POSTĘP.</color></b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,Ostrzeżenie: usunięcie danych,
JWK-DialogUI-SettingsImport-Failed,Your clipboard does not contain valid settings.,Twój schowek nie zawiera poprawnych ustawień.,
JWK-DifficultyPreset-Custom,Custom,Ustawienia niestandardowe (własne),
JWK-DifficultyPreset-Easy,Easy,Łatwy,
JWK-DifficultyPreset-Extreme,Extreme,Ekstremalny,
JWK-DifficultyPreset-Hard,Hard,Trudny,
JWK-DifficultyPreset-Normal,Normal,Normalny,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,Służy do identyfikacji poległych na polu bitwy.,
JWK-Dogtag_Name_Dynamic,%1 dogtags,%1 nieśmiertelników,
JWK-Dogtag_Name_Universal,Dogtags,Nieśmiertelniki,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,"Twoje ubranie jest zakrwawione. Noszenie go ujawnia twoją tożsamość i przyciąga uwagę wroga. Powinieneś zmienić strój lub wykąpać się, aby je oczyścić.",
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,Twoje ubranie zostało wyczyszczone. Noszenie go nie wzbudza już podejrzeń.,
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.","Będziesz traktowany jako żołnierz/bojownik, jeśli otwarcie nosisz broń lub mundur bojowy. Uważaj! możesz stać się poszukiwany, jeśli wrogowie cię zobaczą.",
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,"Jesteś teraz poszukiwany przez wroga. Aby zgubić pościg, ukryj się w bezpiecznym miejscu i pozostań poza zasięgiem wzroku przez pewien czas.",
JWK-EditSignUI-Text,Text,Tekst,
JWK-EditSignUI-TextColor,Text color,Kolor tekstu,
JWK-EditSignUI-TextSize,Text size,Rozmiar tekstu,
JWK-EditSignUI-Title,Edit Sign,Edytuj znak,
JWK-EditorAttrib-Heat,Heat level,Poziom poszukiwania,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,"Zbij do 0%, aby pozbyć się statusu poszukiwanego.",
JWK-EditorAttrib-LockState,Locked,Zablokowane,
JWK-EditorAttrib-Money,Money,Pieniądze,
JWK-EndGameUI-GameOver,Defeat,Przegrana,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.",Pomimo największych starań i heroicznej walki %1 nie zdołało wyzwolić %2. Siły %3 pozostaną tu na dłużej. Następnym razem zwróć większą uwagę na wsparcie ludności oraz logistykę swojej rewolucji - żadna kampania wojskowa w historii nie zakończyła się sukcesem bez tych elementów.,
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.",Świetna robota! Dzięki nieustannym wysiłkom %1 ludność %2 nie będzie już uciskana przez siły %3. Te bohaterskie czyny zostaną zapamiętane przez wiele pokoleń.,
JWK-EndGameUI-VictoryTitle,Victory,Zwycięstwo,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,"Użyj tego, aby ocucić nieprzytomne osoby. Może być również podane samemu sobie.",
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,Jednorazowa strzykawka z dawką epinefryny.,
JWK-EpinephrineItem-Name,Epinephrine,Epinefryna,
JWK-Everon-Airport,Airport,Lotnisko,
JWK-Everon-Barracks,Barracks,Koszary,
JWK-Everon-CementPlant,Cement Plant,Cementownia,
JWK-Everon-ChotainFarm,Chotain Farm,Farma Chotain,
JWK-Everon-ConcretePlant,Concrete Plant,Wytwórnia betonu,
JWK-Everon-EtoupeFarm,Etoupe Farm,Farma Etoupe,
JWK-Everon-FieldHospital,Field Hospital,Szpital polowy,
JWK-Everon-Headquarters,Headquarters,Kwatera główna,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Tartak Le Moule,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,Magazyn logistyczny,
JWK-Everon-MontignacFactory,Montignac Factory,Fabryka Montignac,
JWK-Everon-MontignacFarm,Montignac Farm,Farma Montignac,
JWK-Everon-PowerPlant,Power Plant,Elektrownia,
JWK-Everon-Quarry,Quarry,Kamieniołom,
JWK-Everon-ReginaSawmill,Regina Sawmill,Tartak Regina,
JWK-Everon-TrainingGrounds,Training Grounds,Poligon treningowy,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,Fabryka VD Almara,
JWK-FM-Bases-Armories-06dedf77-Differenttypesof,"Different types of armories can be built, depending on the operating base type:<br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunition of your supporting faction.<br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunition of the player faction.",W zależności od typu bazy operacyjnej można budować różne rodzaje zbrojowni:<br/>- <b>Zbrojownia sojusznicza</b> jest dostępna w <b>bazach wojskowych</b> i oferuje broń oraz amunicję frakcji sojuszniczej.<br/>- <b>Zbrojownia polowa</b> jest dostępna w <b>FOB</b> i oferuje broń oraz amunicję frakcji gracza.,
JWK-FM-Bases-Armories-3345caf7-Armoriesallowthe,Armories allow the purchase of weapons and ammunition using resources stored at the base.,Zbrojownie umożliwiają zakup broni i amunicji z wykorzystaniem zasobów zgromadzonych w bazie.,
JWK-FM-Bases-Armories-5ab7756b-Onlyonearmorycan,Only one armory can be built per location.,W jednej lokalizacji można zbudować tylko jedną zbrojownię.,
JWK-FM-Bases-Armories-Title,Armories,Zbrojownie,
JWK-FM-Bases-Commandposts-1d12a9f5-Onlyonecommandpo,Only one command post can be built per location.,W jednej lokalizacji można zbudować tylko jedno stanowisko dowodzenia.,
JWK-FM-Bases-Commandposts-8bb1df98-Commandpostenabl,"Command post enables you to have a <b>resistance officer</b> on site, allowing you to hand in dogtags, take posters or missions in your operating base, without the need to travel to a hideout.","Posterunek dowodzenia zapewnia lokalny dostęp do <b>oficera ruchu oporu</b>, co pozwala przekazywać nieśmiertelniki, pobierać plakaty lub przyjmować misje bez konieczności podróżowania do kryjówki.",
JWK-FM-Bases-Commandposts-Title,Command posts,Posterunki dowodzenia,
JWK-FM-Bases-Equipmentstores-15a94709-Onlyoneequipment,Only one equipment store can be built per location.,W jednej lokalizacji można zbudować tylko jeden magazyn sprzętu.,
JWK-FM-Bases-Equipmentstores-234eb810-Differenttypesof,"Different types of stores can be built, depending on the operating base type:",Różne typy magazynów można budować w zależności od rodzaju bazy operacyjnej:,
JWK-FM-Bases-Equipmentstores-25aa81fd-Alliedequipments,- <b>Allied equipment</b> store is available at <b>military bases</b> and offers equipment of your supporting faction.<br/>- <b>Field equipment</b> store is available at <b>FOBs</b> and offers equipment of the player faction.,- <b>Sojuszniczy sklep z wyposażeniem</b> jest dostępny w <b>bazach wojskowych</b> i oferuje sprzęt frakcji sojuszniczej.<br/>- <b>Polowy sklep z wyposażeniem</b> jest dostępny w <b>FOB</b> i oferuje sprzęt frakcji gracza.,
JWK-FM-Bases-Equipmentstores-Title,Equipment stores,Sklepy z wyposażeniem,
JWK-FM-Bases-Equipmentstores-d8a71344-Equipmentstoresa,Equipment stores allow you to purchase uniforms and non-lethal equipment using resources stored at the base.,Sklepy z wyposażeniem umożliwiają zakup mundurów i wyposażenia niebojowego z wykorzystaniem zasobów zgromadzonych w bazie.,
JWK-FM-Bases-Garages-146a4e35-Somegaragefacili,"Some garage facilities enable <b>vehicle procurement</b>, which can be accessed from the garage management interface.","Niektóre obiekty garażowe umożliwiają <b>zakup pojazdów</b>, do których dostęp można uzyskać z poziomu interfejsu zarządzania garażem.",
JWK-FM-Bases-Garages-7fa445f9-Toassignavehicle,"To assign a vehicle, you have the park it in the spot, come to a full stop and select the relevant option from the <b>radial menu</b>. Your vehicle must fit into the spot and have a matching type - for example, you can't assign a car to a helipad. You will see an on-screen prompt when the option is available.","Aby przypisać pojazd, musisz zaparkować go w miejscu, zatrzymać się całkowicie i wybrać odpowiednią opcję z <b>menu kołowego</b>. Twój pojazd musi zmieścić się w miejscu i być odpowiedniego typu - na przykład nie możesz przypisać samochodu do lądowiska dla śmigłowców. Gdy ta opcja będzie dostępna, zobaczysz komunikat na ekranie.",
JWK-FM-Bases-Garages-Title,Garages,Garaże,
JWK-FM-Bases-Garages-b53ad449-Sometypesofgarag,"Some types of garages can be constructed, but you can also find existing garage buildings in captured locations. All types of garages are marked on the map with a parking icon.","Niektóre typy garaży można zbudować, ale możesz też znaleźć istniejące budynki garażowe w przejętych lokalizacjach. Wszystkie typy garaży są oznaczone na mapie ikoną parkingu.",
JWK-FM-Bases-Garages-bf4454ea-Torecoveravehicl,"To recover a vehicle, you have to interact with a parking spot sign, always found somewhere near the spot. Be mindful, as the recovery will cost you money and/or resources, depending on the distance the vehicle is transported over. You also need to ensure the spot is not obstructed. You can also abandon the vehicle in the same interface, if you want to free up the spot.","Aby odzyskać pojazd, musisz wejść w interakcję ze znakiem miejsca parkingowego, który zawsze znajduje się w pobliżu miejsca postojowego. Pamiętaj, że odzyskanie będzie kosztować pieniądze i/lub zasoby, w zależności od odległości, na jaką pojazd jest transportowany. Musisz również upewnić się, że miejsce nie jest zablokowane. W tym samym interfejsie można także porzucić pojazd, aby zwolnić miejsce.",
JWK-FM-Bases-Garages-f2449fb2-Garagesallowyout,"Garages allow you to assign vehicles to one or more parking spots. Assigning a vehicle enables to recover it from afar and protects it from despawning, which is very useful if you lose your vehicle, for example because of a sudden death.","Garaże pozwalają przypisywać pojazdy do jednego lub więcej miejsc parkingowych. Przypisanie pojazdu umożliwia jego odzyskanie z daleka oraz chroni go przed usunięciem z gry (despawn), co jest szczególnie przydatne w sytuacji utraty pojazdu, na przykład w wyniku nagłej śmierci postaci.",
JWK-FM-Bases-Helipads-4c0655af-Additionallytore,"Additionally to regular helipads, military bases allow to construct a <b>service helipad</b>, which can be used to repair and rearm helicopters.","Oprócz zwykłych lądowisk, bazy wojskowe pozwalają na budowę <b>lądowiska serwisowego</b>, które może być używane do naprawy i przezbrajania śmigłowców.",
