Id,Source,Translation,Comment
JWK-CharacterMenu,Character Menu,Menu personnage,
JWK-CharacterUI-Age,Age,Âge,
JWK-CharacterUI-Birthday,Birthday,Anniversaire,
JWK-CharacterUI-Birthplace,Birthplace,Lieu de naissance,
JWK-CharacterUI-BloodType,Blood type,Groupe sanguin,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,Recherché mort ou vif.,
JWK-CharacterUI-Title,Profile,Profil,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,Utilise un véhicule recherché.,
JWK-ConsoleUI-BackToMenu,Back to menu,Retour au menu,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.","En raison de l'absence de fonctions de modification du jeu, le jeu en solo et l'hébergement local ne sont pas disponibles sur les consoles. Nous vous conseillons de mettre en place un serveur dédié privé ou de rejoindre un serveur public.",
JWK-ConsoleUI-Title,Unavailable on consoles,Indisponible sur consoles,
JWK-ConstructUI-Title,Construct,Construire,
JWK-ConvoAction-Convert,Convince to support,Convaincre pour soutenir,
JWK-ConvoAction-Extort,Extort money,Extorquer de l'argent,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,Demander une réunion,
JWK-ConvoChoice-AskJob,Ask for a job,Demander une mission.,
JWK-ConvoChoice-Confirm,Confirm,Confirmer,
JWK-ConvoChoice-FollowMe,Ask to follow,Demander de suivre,
JWK-ConvoChoice-GetPoster,Ask for posters,Demander des affiches,
JWK-ConvoChoice-Liberate,Liberate,Libérer,
JWK-ConvoChoice-ReportBack,Report back,Rapporter à l'officier,
JWK-ConvoChoice-ReportResistance,Report resistance activity,Signaler de l'activité de résistance,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,Renforts,
JWK-ConvoChoice-RequestSupport,Request support,Demander du soutien,
JWK-ConvoChoice-ResignJob,Resign from a job,Abandonner une mission,
JWK-ConvoChoice-StopFollowing,Ask to stay,Demander de rester,
JWK-ConvoChoice-Trade,Trade,Échanger,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,Remettre les plaques d'identifications des soldats,
JWK-DialogUI-AddonConflictWarning-Message,Detected following addons that are known to conflict with Freedom Fighters.,,
JWK-DialogUI-AddonConflictWarning-MessageClient,Unexpected gameplay bugs can occur while playing on this server.,,
JWK-DialogUI-AddonConflictWarning-MessageOwner,Consider unloading them to ensure a bug-free experience.,,
JWK-DialogUI-AddonConflictWarning-Title,Addons conflict,,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.","Les objets restaurés peuvent entrer en collision avec des constructions ou des véhicules laissés à la place des objets détruits, provoquant des effets indésirables. Il s'agit d'une fonction expérimentale ; il est recommandé de sauvegarder au préalable.<br/><br/>Une fois l'action confirmée, vous devez forcer la sauvegarde et redémarrer le serveur pour que les changements prennent effet.",
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,Réinitialisation de la destruction,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.","La sauvegarde forcée effectue la sauvegarde complète en une seule opération, ce qui peut bloquer le serveur sur les grandes cartes et avec beaucoup de données. Les joueurs connectés, y compris vous, risquent de perdre la connexion. Cela n'affecte pas l'opération de sauvegarde elle-même.",
JWK-DialogUI-OnlineForceSave-Title,Online session warning,Avertissement concernant la session en ligne,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","Êtes-vous sûr d'effacer les données de sauvegarde de la campagne ? Après avoir procédé, le scénario redémarrera automatiquement.<br/><br/><b><color rgba='255,0,0,255'>Attention : CETTE OPÉRATION NE PEUT PAS ÊTRE REVERSÉE. VOUS PERDREZ TOUTE VOTRE PROGRESSION.</color></b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,Avertissement d'effacement,
JWK-DialogUI-SettingsImport-Failed,Your clipboard does not contain valid settings.,,
JWK-DifficultyPreset-Custom,Custom,Sur mesure,
JWK-DifficultyPreset-Easy,Easy,Facile,
JWK-DifficultyPreset-Extreme,Extreme,Extrême,
JWK-DifficultyPreset-Hard,Hard,Dur,
JWK-DifficultyPreset-Normal,Normal,Normal,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,Utilisé pour identifier les cadavres trouvés sur le champ de bataille.,
JWK-Dogtag_Name_Dynamic,%1 dogtags,%1 plaques d'identification,
JWK-Dogtag_Name_Universal,Dogtags,Plaques d'identification.,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,"Vos vêtements sont ensanglantés. En les portant, vous rompez votre déguisement et vous attirez l'attention de l'ennemi. Vous devriez changer de vêtements ou aller vous baigner.",
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,Vos vêtements ont été nettoyés. Les porter ne vous rendra plus suspect.,
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.","Vous serez traité comme un combattant si vous portez ouvertement des armes ou une tenue de combattant. Faites attention, car vous risquez d'être recherché si des ennemis vous voient.",
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,Vous êtes maintenant recherché par l'ennemi. Cachez-vous dans un endroit sûr et restez hors de vue pendant un certain temps pour perdre votre niveau de recherche.,
JWK-EditSignUI-Text,Text,Texte,
JWK-EditSignUI-TextColor,Text color,Couleur du texte,
JWK-EditSignUI-TextSize,Text size,Taille du texte,
JWK-EditSignUI-Title,Edit Sign,Modifier le panneau,
JWK-EditorAttrib-Heat,Heat level,Niveau de recherche,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,Mettre à 0% pour supprimer l'état de recherche.,
JWK-EditorAttrib-LockState,Locked,Verrouillé,
JWK-EditorAttrib-Money,Money,Argent,
JWK-EndGameUI-GameOver,Defeat,Défaite,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.","Malgré tous les efforts et les combats héroïques, %1 n'a pas réussi à libérer %2. Les forces de %3 sont là pour rester longtemps. La prochaine fois, accordez plus d'attention au soutien de la population et à la logistique de votre révolution. Aucun effort militaire dans l'histoire n'a réussi sans ces éléments.",
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.","Beau travail ! Grâce à l'effort acharné de %1, la population de %2 ne sera plus opprimée par les forces de %3. Ces actes héroïques resteront dans la mémoire de nombreuses générations.",
JWK-EndGameUI-VictoryTitle,Victory,Victoire,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,Utiliser pour réveiller les personnes inconscientes. Il peut également être administré par le patient lui-même.,
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,Injecteur à usage unique contenant une dose d'épinéphrine.,
JWK-EpinephrineItem-Name,Epinephrine,Épinéphrine,
JWK-Everon-Airport,Airport,Aéroport,
JWK-Everon-Barracks,Barracks,Casernes,
JWK-Everon-CementPlant,Cement Plant,Cimenterie,
JWK-Everon-ChotainFarm,Chotain Farm,Ferme de Chotain,
JWK-Everon-ConcretePlant,Concrete Plant,Centrale à béton,
JWK-Everon-EtoupeFarm,Etoupe Farm,Ferme de l'Etoupe,
JWK-Everon-FieldHospital,Field Hospital,Hôpital de campagne,
JWK-Everon-Headquarters,Headquarters,Quartier général,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Scierie Le Moule,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,Entrepôt logistique,
JWK-Everon-MontignacFactory,Montignac Factory,Usine de Montignac,
JWK-Everon-MontignacFarm,Montignac Farm,Ferme de Montignac,
JWK-Everon-PowerPlant,Power Plant,Centrale électrique,
JWK-Everon-Quarry,Quarry,Mine,
JWK-Everon-ReginaSawmill,Regina Sawmill,Scierie de Regina,
JWK-Everon-TrainingGrounds,Training Grounds,Terrains d'entraînement,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,Usine VD Almara,
JWK-FM-Bases-Armories-06dedf77-Differenttypesof,"Different types of armories can be built, depending on the operating base type:<br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunition of your supporting faction.<br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunition of the player faction.","Différents types d'armureries peuvent être construits selon le type de base opérationnelle :<br/>- <b>Armurerie alliée</b> disponible dans les <b>bases militaires</b>, proposant les armes et munitions de votre faction de soutien.<br/>- <b>Armurerie de campagne</b> disponible dans les <b>FOB</b>, proposant les armes et munitions de la faction du joueur.",
JWK-FM-Bases-Armories-3345caf7-Armoriesallowthe,Armories allow the purchase of weapons and ammunition using resources stored at the base.,Les armureries permettent d'acheter des armes et des munitions en utilisant les fournitures stockées dans la base.,
JWK-FM-Bases-Armories-5ab7756b-Onlyonearmorycan,Only one armory can be built per location.,,
JWK-FM-Bases-Armories-Title,Armories,Armureries,
JWK-FM-Bases-Commandposts-1d12a9f5-Onlyonecommandpo,Only one command post can be built per location.,,
JWK-FM-Bases-Commandposts-8bb1df98-Commandpostenabl,"Command post enables you to have a <b>resistance officer</b> on site, allowing you to hand in dogtags, take posters or missions in your operating base, without the need to travel to a hideout.","Le poste de commandement vous permet d'avoir un <b>officier de la résistance</b> sur place, ce qui vous permet de remettre des dogtags, de prendre des affiches ou d'effectuer des missions dans votre base d'opération, sans avoir à vous rendre dans une cachette.",
JWK-FM-Bases-Commandposts-Title,Command posts,Postes de commandement,
JWK-FM-Bases-Equipmentstores-15a94709-Onlyoneequipment,Only one equipment store can be built per location.,,
JWK-FM-Bases-Equipmentstores-234eb810-Differenttypesof,"Different types of stores can be built, depending on the operating base type:","Différents types de magasins peuvent être construits, en fonction du type de base opérationnelle :",
JWK-FM-Bases-Equipmentstores-25aa81fd-Alliedequipments,- <b>Allied equipment</b> store is available at <b>military bases</b> and offers equipment of your supporting faction.<br/>- <b>Field equipment</b> store is available at <b>FOBs</b> and offers equipment of the player faction.,- Le magasin d'<b>équipement allié</b> est disponible dans les <b>bases militaires</b> et propose l'équipement de votre faction de soutien.<br/>- Le magasin d'<b>équipement de campagne</b> est disponible dans les <b>FOB</b> et propose l'équipement de la faction des résistants.,
JWK-FM-Bases-Equipmentstores-Title,Equipment stores,Magasins d'équipement,
JWK-FM-Bases-Equipmentstores-d8a71344-Equipmentstoresa,Equipment stores allow you to purchase uniforms and non-lethal equipment using resources stored at the base.,Les magasins d'équipement permettent d'acheter des uniformes et de l'équipement non létal en utilisant les fournitures stockées dans la base.,
JWK-FM-Bases-Fasttravel-7e4908e6-Fasttravelisavai,"Fast travel is available only to player-controlled operating bases. It is more expensive than public transport, but it can be performed from any location, even far away from roads and infrastructure. You cannot fast travel while being wanted, but you don't have to appear as a civilian.","Le voyage rapide n'est disponible que dans les bases d'opérations contrôlées par les joueurs. Il est plus coûteux que les transports publics, mais il peut être effectué depuis n'importe quel endroit, même loin des routes et des infrastructures. Vous ne pouvez pas utiliser le voyage rapide si vous êtes recherché.",
JWK-FM-Bases-Fasttravel-Title,Fast travel,Voyage rapide,
JWK-FM-Bases-Fasttravel-a813b24e-Tousefasttravely,"To use fast travel, you need to open your map and select the fast travel icon from the tool picker in the upper-left corner of the screen.","Pour utiliser le déplacement rapide, vous devez ouvrir votre carte et sélectionner l'icône de déplacement rapide dans le sélecteur d'outils situé dans le coin supérieur gauche de l'écran.",
JWK-FM-Bases-Garages-146a4e35-Somegaragefacili,"Some garage facilities enable <b>vehicle procurement</b>, which can be accessed from the garage management interface.",,
JWK-FM-Bases-Garages-7fa445f9-Toassignavehicle,"To assign a vehicle, you have the park it in the spot, come to a full stop and select the relevant option from the <b>radial menu</b>. Your vehicle must fit into the spot and have a matching type - for example, you can't assign a car to a helipad. You will see an on-screen prompt when the option is available.",,
JWK-FM-Bases-Garages-Title,Garages,Garages,
JWK-FM-Bases-Garages-b53ad449-Sometypesofgarag,"Some types of garages can be constructed, but you can also find existing garage buildings in captured locations. All types of garages are marked on the map with a parking icon.",,
JWK-FM-Bases-Garages-bf4454ea-Torecoveravehicl,"To recover a vehicle, you have to interact with a parking spot sign, always found somewhere near the spot. Be mindful, as the recovery will cost you money and/or resources, depending on the distance the vehicle is transported over. You also need to ensure the spot is not obstructed. You can also abandon the vehicle in the same interface, if you want to free up the spot.",,
JWK-FM-Bases-Garages-f2449fb2-Garagesallowyout,"Garages allow you to assign vehicles to one or more parking spots. Assigning a vehicle enables to recover it from afar and protects it from despawning, which is very useful if you lose your vehicle, for example because of a sudden death.",,
JWK-FM-Bases-Helipads-4c0655af-Additionallytore,"Additionally to regular helipads, military bases allow to construct a <b>service helipad</b>, which can be used to repair and rearm helicopters.",,
JWK-FM-Bases-Helipads-6d36d2ee-Helipadsofferasi,"Helipads offer a single parking spot to which helicopters can be assigned, and otherwise they are identical in functionality to garages.","Les héliports offrent une seule place de stationnement à laquelle les hélicoptères peuvent être affectés, et pour le reste, leur fonctionnalité est identique à celle des garages.",
JWK-FM-Bases-Helipads-Title,Helipads,Héliports,
JWK-FM-Bases-Medicaltents-5c66037a-Medicaltentsoffe,"Medical tents offer faster regeneration for <b>freedom fighters</b> residing inside. They are also a source for medical items such as bandages or epinephrine, which can be obtained by spending resources at the tent.","Les tentes médicales offrent une régénération plus rapide aux <b>combattants de la liberté</b> qui y résident. Elles sont également une source d'articles médicaux tels que des bandages ou de l'épinéphrine, que l'on peut obtenir en dépensant des fournitures dans la tente.",
JWK-FM-Bases-Medicaltents-Title,Medical tents,Tentes médicales,
JWK-FM-Bases-Operatingbases-118e8b9d-FOBsarefieldbase,"FOBs are field bases and as such, offer fewer capabilities than <b>military bases</b>, and their armory and equipment assortment is limited to resistance assets. However, they can be established very early, before the resistance is strong enough to overtake a military base, and/or may be placed in very advantageous locations.","Les FOB sont des bases avancées et, en tant que telles, offrent moins de capacités que les <b>bases militaires</b>, et leur armurerie ainsi que leurs équipements sont limités aux ressources de la résistance. Toutefois, elles peuvent être établies très tôt, avant que la résistance ne soit assez forte pour capturer une base militaire, et/ou placées à des endroits stratégiques.",
JWK-FM-Bases-Operatingbases-1aa99fda-ForwardOperating,Forward Operating Bases,Bases d'opérations avancées,
JWK-FM-Bases-Operatingbases-202a74c5-Militarybasesare,"<b>Military bases</b> are existing locations in the world, controlled by the enemy. After they are taken over, they can be used as <b>operating bases</b>.","Les <b>bases militaires</b> sont des lieux existants dans le monde, contrôlés par l'ennemi. Après leur prise de contrôle, elles peuvent être utilisées comme <b>bases d'opérations</b>.",
JWK-FM-Bases-Operatingbases-2ffe51ca-FOBscanbeestabli,"FOBs can be established by resistance members using the entrenchment tool, via the placement menu. They need to be placed at a sufficient distance from enemy-controlled facilities, towns and other points of interest. You can use <b>FOB Placement</b> map tool to plan the location in advance.","Les <b>FOB</b> peuvent être établies par les membres de la résistance à l'aide de l'outil de retranchement, via le menu de placement. Elles doivent être placées à une distance suffisante des installations contrôlées par l'ennemi, des villes et d'autres points d'intérêt. Vous pouvez planifier leur emplacement avec l'outil de carte <b>Placement de FOB</b>.",
JWK-FM-Bases-Operatingbases-6b95ccef-Militarybases,Military bases,Bases militaires,
