Id,Source,Translation,Comment
JWK-AdminUI-ResetNearbyDestruction,Reset destruction (nearby),重置破坏状态（附近）,
JWK-AdminUI-Title,Admin menu,管理员菜单,
JWK-AdminUI-WipeSaveData,Wipe save data,清除存档,
JWK-Arland-Airport,Airport,机场,
JWK-Arland-NewfieldFarm,Newfield Farm,纽菲尔德农场,
JWK-BankUI-Amount,Amount,金额,
JWK-BankUI-MoneyTransfer,Money transfer,资金转移,
JWK-BankUI-Perform,Perform,执行,
JWK-BankUI-Recipient,Receiver,接收者,
JWK-BankUI-YourMoney,Your money,你的资金,
JWK-BattleFallbackTitle,Battle,战斗,
JWK-BattlePlayerLosing,Resistance is losing control...,抵抗力量失去控制......,
JWK-BattleProgress,Battle in progress...,战斗进行中......,
JWK-BrokenSave-Text,"Save game data incompatible with this version of the mod has been detected. Please start a new campaign or revert the update to continue playing.<br/><br/>Use the ""<b>Restart</b>"" option in the pause menu or the ""<b>Wipe save data</b>"" in the admin menu to restart.",,
JWK-BuildItem-ArmoryFOB,Field armory,前线军械库,
JWK-BuildItem-ArmoryFOB_Description,Buy weapons and ammunition.,购买武器和弹药。,
JWK-BuildItem-ArmoryFOB_DescriptionLong,Gives access to weapons and ammunitions belonging to the resistance. Items are purchased using supplies.,可以使用补给购买抵抗组织的武器和弹药。,
JWK-BuildItem-ArmoryMOB,Allied armory,盟军军械库,
JWK-BuildItem-ArmoryMOB-Description,Buy weapons and ammunition.,购买武器和弹药。,
JWK-BuildItem-ArmoryMOB-DescriptionLong,Gives access to weapons and ammunitions provided by the allied faction. Items are purchased using supplies.,可以使用补给购买盟军提供的武器和弹药。,
JWK-BuildItem-Bunker,Bunker,掩体,
JWK-BuildItem-Bunker_Description,Cozy place for your sentries.,为哨兵提供舒适场所。,
JWK-BuildItem-Bunker_DescriptionLong,Place it in a good observation spot.,选择一个良好的观察点放置。,
JWK-BuildItem-CommandPost,Command post,指挥所,
JWK-BuildItem-CommandPost_Description,Have an officer on site.,现场有军官在岗。,
JWK-BuildItem-CommandPost_DescriptionLong,Gain access to a resistance officer being present on site.,获得抵抗军官在现场的权限。,
JWK-BuildItem-EquipmentStoreFOB,Equipment store,装备商店,
JWK-BuildItem-EquipmentStoreFOB_Description,Buy clothing and equipment.,购买服装和装备。,
JWK-BuildItem-EquipmentStoreFOB_DescriptionLong,Gives access to uniforms and other equipment belonging to the resistance. Items are purchased using supplies.,可以使用补给购买抵抗组织的制服及其他装备。,
JWK-BuildItem-EquipmentStoreMOB,Equipment store,装备商店（盟军）,
JWK-BuildItem-EquipmentStoreMOB_Description,Buy clothing and equipment.,购买服装和装备。,
JWK-BuildItem-EquipmentStoreMOB_DescriptionLong,Gives access to uniforms and other equipment provided by the allied faction. Items are purchased using supplies.,可以使用补给购买盟军提供的制服及其他装备。,
JWK-BuildItem-FieldFuelStorage,Field fuel storage,,
JWK-BuildItem-FieldFuelStorage_Description,Store a large amount of fuel.,,
JWK-BuildItem-FieldFuelStorage_DescriptionLong,"Stores 3000 litres of fuel, but cannot be used to refuel vehicles.",,
JWK-BuildItem-FieldGarageMedium,Medium Garage,中型车库,
JWK-BuildItem-FieldGarageMedium_Description,Store 2 vehicles.,存放2辆载具。,
JWK-BuildItem-FieldGarageMedium_DescriptionLong,"Allows assigning two ground vehicles to prevent them from being lost, and enables retrieving them from far away.",可指派两辆地面载具防止丢失，并可从远处取回。,
JWK-BuildItem-FieldGarageSmall,Small Garage,小型车库,
JWK-BuildItem-FieldGarageSmall_Description,Store 1 vehicle.,存放1辆载具。,
JWK-BuildItem-FieldGarageSmall_DescriptionLong,"Allows assigning a single ground vehicle to prevent it from being lost, and enables retrieving it from far away.",可指派一辆地面载具防止丢失，并可从远处取回。,
JWK-BuildItem-FiringPosition,Firing position,射击阵地,
JWK-BuildItem-FiringPosition_Description,Prepare for unwanted guests.,为不速之客做好准备。,
JWK-BuildItem-FiringPosition_DescriptionLong,Basic defence composition.,基础防御设施。,
JWK-BuildItem-FuelPoint,Fuel point,加油点,
JWK-BuildItem-FuelPoint_Description,Refuel vehicles.,为载具加油。,
JWK-BuildItem-FuelPoint_DescriptionLong,Allows to refuel ground vehicles.,可为地面载具加油。,
JWK-BuildItem-GuardTower,Guard tower,瞭望塔,
JWK-BuildItem-GuardTower_Description,Get a better view.,获得更好视野。,
JWK-BuildItem-Helipad,Helipad,直升机停机坪,
JWK-BuildItem-HelipadRepair,Service Helipad,直升机服务,
JWK-BuildItem-HelipadRepair_Description,Repair helicopters.,维修直升机,
JWK-BuildItem-HelipadRepair_DescriptionLong,Service helipad allows to assign a single helicopter and enables helicopter refueling and repairing. Can be constructed only in airbases.,服务停机坪允许指派一架直升机，并可加油与维修。只能建在空军基地。,
JWK-BuildItem-Helipad_Description,Store single helicopter.,单机直升机停机坪,
JWK-BuildItem-Helipad_DescriptionLong,"Helipad allows to assign a single helicopter, which protects it from being lost and enables retrieving it from far away. Basic version without refueling or repairing abilities.",允许指派一架直升机，可防止丢失，并可远程取回。基础版不提供加油和维修功能。,
JWK-BuildItem-LivingArea,Living area,生活区,
JWK-BuildItem-LivingArea_Description,Shelter recruits.,安置新兵。,
JWK-BuildItem-LivingArea_DescriptionLong,Provides living space for a few soldiers that can be recruited.,为少量士兵提供住宿空间。,
JWK-BuildItem-MedicalTent,Medical tent,医疗帐篷,
JWK-BuildItem-MedicalTent_Description,Heal wounds and recover faster.,治疗伤口，加速恢复。,
JWK-BuildItem-MedicalTent_DescriptionLong,Medical tent improves injury regeneration and allows to purchase medical goods using supplies.,提高伤势恢复速度，并可使用补给购买医疗物资。,
JWK-BuildItem-Mortar,Mortar,迫击炮,
JWK-BuildItem-Mortar_Description,Send a message over long distance.,远程传递信息,
JWK-BuildItem-Mortar_DescriptionLong,Complete mortar emplacement. Projectiles can be purchased using supplies.,完整迫击炮阵地。弹药可用补给购买。,
JWK-BuildItem-StorageLarge,Large supplies storage,,
JWK-BuildItem-StorageLarge-Description,Store 3000 supplies.,,
JWK-BuildItem-StorageLarge-DescriptionLong,Allows you to store 3000 supplies.,,
JWK-BuildItem-StorageMedium,Medium supplies storage,,
JWK-BuildItem-StorageMedium-Description,Store 1500 supplies.,,
JWK-BuildItem-StorageMedium-DescriptionLong,Allows you to store 1500 supplies.,,
JWK-BuildItem-StorageSmall,Small supplies storage,小型补给仓库,
JWK-BuildItem-StorageSmall-Description,Store 700 supplies.,存放700单位补给。,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows you to store 700 supplies. First one can be constructed for free.,可存放700单位补给，第一个可免费建造。,
JWK-BuildItem-VehicleDepot,Vehicle Depot,,
JWK-BuildItem-VehicleDepot_Description,Procure vehicles.,,
JWK-BuildItem-VehicleDepot_DescriptionLong,Allows you to procure vehicles and store 1 vehicle.,,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,车辆维护坡道,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,修理载具,
JWK-BuildItem-VehicleRamp_DescriptionLong,Allows you to repair ground vehicles.,,
JWK-BuildUI-Cost,Cost:,费用：,
JWK-BuildUI-Title,Build,建造,
JWK-CTA-ConstructionMenu,Construction menu,建造菜单,
JWK-CTA-HideoutResupply,Resupply hideout,补给据点,
JWK-CTA-HideoutTakeSupplies,Take hideout supplies,,
JWK-CTA-ManageVehicles,Manage vehicles,管理载具,
JWK-CTA-OpenMenu,Freedom Fighters,自由战士,
JWK-CTA-ParkVehicle,Park vehicle,停放载具,
JWK-CTA-Radio,Use radio,使用无线电,
JWK-CTA-TimeToWithstand,Withstand...,坚守......,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,向平民捐赠补给,
JWK-CharacterMenu,Character Menu,角色菜单,
JWK-CharacterUI-Age,Age,年龄,
JWK-CharacterUI-Birthday,Birthday,生日,
JWK-CharacterUI-Birthplace,Birthplace,出生地,
JWK-CharacterUI-BloodType,Blood type,血型,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,通缉-生死不论,
JWK-CharacterUI-Title,Profile,个人资料,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,使用通缉车辆,
JWK-ConsoleUI-BackToMenu,Back to menu,返回菜单,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.",由于缺少模组功能，单人和本地托管在主机平台不可用。我们建议搭建私人专用服务器或加入公共服务器。,
JWK-ConsoleUI-Title,Unavailable on consoles,主机平台不可用,
JWK-ConstructUI-Title,Construct,,
JWK-ConvoAction-Convert,Convince to support,说服支持,
JWK-ConvoAction-Extort,Extort money,勒索金钱,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,请求会面,
JWK-ConvoChoice-AskJob,Ask for a job,请求工作,
JWK-ConvoChoice-Confirm,Confirm,确认,
JWK-ConvoChoice-FollowMe,Ask to follow,,
JWK-ConvoChoice-GetPoster,Ask for posters,索取海报,
JWK-ConvoChoice-Liberate,Liberate,,
JWK-ConvoChoice-ReportBack,Report back,回报,
JWK-ConvoChoice-ReportResistance,Report resistance activity,汇报抵抗活动,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,增援,
JWK-ConvoChoice-RequestSupport,Request support,请求支援,
JWK-ConvoChoice-ResignJob,Resign from a job,,
JWK-ConvoChoice-StopFollowing,Ask to stay,,
JWK-ConvoChoice-Trade,Trade,交易,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,交付军牌,
JWK-DialogUI-AddonConflictWarning-Message,Detected following addons that are known to conflict with Freedom Fighters.,,
JWK-DialogUI-AddonConflictWarning-MessageClient,Unexpected gameplay bugs can occur while playing on this server.,,
JWK-DialogUI-AddonConflictWarning-MessageOwner,Consider unloading them to ensure a bug-free experience.,,
JWK-DialogUI-AddonConflictWarning-Title,Addons conflict,,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.","恢复的物体可能会与替代被摧毁物体位置上的建筑或车辆发生碰撞,从而导致意外效果。这是一个实验性功能,建议先备份您的存档。<br/><br/>一旦您确认此操作,必须强制保存并重启服务器。才能使更改生效",
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,重置破坏状态,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.",强制保存将以单次操作执行完整存档，在大型地图和大量数据时可能阻塞服务器。这可能导致包括你在内的远程玩家断线，但不会影响保存操作本身。,
JWK-DialogUI-OnlineForceSave-Title,Online session warning,在线会话警告,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","你确定要清除战役存档吗？操作后场景将自动重启。<br/><br/><b><color rgba='255,0,0,255'>警告：此操作无法撤销。你将失去所有进度。</color></b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,清除警告,
JWK-DialogUI-SettingsImport-Failed,Your clipboard does not contain valid settings.,,
JWK-DifficultyPreset-Custom,Custom,自定义,
JWK-DifficultyPreset-Easy,Easy,简单,
JWK-DifficultyPreset-Extreme,Extreme,极难,
JWK-DifficultyPreset-Hard,Hard,困难,
JWK-DifficultyPreset-Normal,Normal,普通,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,用于识别战场上发现的尸体,
JWK-Dogtag_Name_Dynamic,%1 dogtags,%1狗牌,
JWK-Dogtag_Name_Universal,Dogtags,狗牌,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,你的衣服沾满了血。穿上它们会暴露伪装，引来敌人注意。你应该换衣服或去游泳。,
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,你的衣服已经清洗干净。穿上它们不会再引起怀疑。,
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.",当公开携带武器或穿着战斗服时，你将被视为战斗员。注意，如果敌人看到你，你可能会被通缉。,
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,你现在已被敌人通缉。躲到安全地点，暂时保持隐蔽以降低热度。,
JWK-EditSignUI-Text,Text,文本,
JWK-EditSignUI-TextColor,Text color,文字颜色,
JWK-EditSignUI-TextSize,Text size,文字大小,
JWK-EditSignUI-Title,Edit Sign,编辑标志,
JWK-EditorAttrib-Heat,Heat level,通缉等级,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,设为 0% 可清除通缉状态,
JWK-EditorAttrib-LockState,Locked,已锁定,
JWK-EditorAttrib-Money,Money,金钱,
JWK-EndGameUI-GameOver,Defeat,失败,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.",尽管付出最大努力和英勇奋战，%1未能解放%2.%3势力将长期占据此地。下次请更多关注民众支持和革命的后勤保障。历史上没有军事行动能在缺少这些元素的情况下成功。,
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.",干得好！多亏%1的不懈努力，%2的民众将不再受%3势力压迫。这些英雄事迹将被后代铭记。,
JWK-EndGameUI-VictoryTitle,Victory,胜利,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,用此唤醒失去意识的人，也可自用。,
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,一次性注射器，含一剂肾上腺素。,
JWK-EpinephrineItem-Name,Epinephrine,肾上腺素,
JWK-Everon-Airport,Airport,机场,
JWK-Everon-Barracks,Barracks,兵营,
JWK-Everon-CementPlant,Cement Plant,水泥厂,
JWK-Everon-ChotainFarm,Chotain Farm,Chotain农场,
JWK-Everon-ConcretePlant,Concrete Plant,混凝土厂,
JWK-Everon-EtoupeFarm,Etoupe Farm,Etoupe农场,
JWK-Everon-FieldHospital,Field Hospital,野战医院,
JWK-Everon-Headquarters,Headquarters,总部,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Le Moule锯木厂,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,物流仓库,
JWK-Everon-MontignacFactory,Montignac Factory,Montignac工厂,
JWK-Everon-MontignacFarm,Montignac Farm,Montignac农场,
JWK-Everon-PowerPlant,Power Plant,发电厂,
JWK-Everon-Quarry,Quarry,采石场,
JWK-Everon-ReginaSawmill,Regina Sawmill,Regina锯木厂,
JWK-Everon-TrainingGrounds,Training Grounds,训练场,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,VD Almara工厂,
JWK-FM-Bases-Armories-06dedf77-Differenttypesof,"Different types of armories can be built, depending on the operating base type:<br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunition of your supporting faction.<br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunition of the player faction.",,
JWK-FM-Bases-Armories-3345caf7-Armoriesallowthe,Armories allow the purchase of weapons and ammunition using resources stored at the base.,军械库允许使用基地储存的资源购买武器和弹药。,
JWK-FM-Bases-Armories-5ab7756b-Onlyonearmorycan,Only one armory can be built per location.,,
JWK-FM-Bases-Armories-Title,Armories,军械库,
JWK-FM-Bases-Commandposts-1d12a9f5-Onlyonecommandpo,Only one command post can be built per location.,,
JWK-FM-Bases-Commandposts-8bb1df98-Commandpostenabl,"Command post enables you to have a <b>resistance officer</b> on site, allowing you to hand in dogtags, take posters or missions in your operating base, without the need to travel to a hideout.",指挥所允许你在现场拥有一名<b>抵抗官员</b>，可在作战基地交付身份牌、领取海报或任务，而无需前往藏身点。,
JWK-FM-Bases-Commandposts-Title,Command posts,指挥所,
JWK-FM-Bases-Equipmentstores-15a94709-Onlyoneequipment,Only one equipment store can be built per location.,,
JWK-FM-Bases-Equipmentstores-234eb810-Differenttypesof,"Different types of stores can be built, depending on the operating base type:",可以建造不同类型的商店，具体取决于操作基地类型：,
JWK-FM-Bases-Equipmentstores-25aa81fd-Alliedequipments,- <b>Allied equipment</b> store is available at <b>military bases</b> and offers equipment of your supporting faction.<br/>- <b>Field equipment</b> store is available at <b>FOBs</b> and offers equipment of the player faction.,,
JWK-FM-Bases-Equipmentstores-Title,Equipment stores,装备商店,
JWK-FM-Bases-Equipmentstores-d8a71344-Equipmentstoresa,Equipment stores allow you to purchase uniforms and non-lethal equipment using resources stored at the base.,装备商店允许使用基地储存的资源购买制服和非致命装备。,
JWK-FM-Bases-Garages-146a4e35-Somegaragefacili,"Some garage facilities enable <b>vehicle procurement</b>, which can be accessed from the garage management interface.",,
JWK-FM-Bases-Garages-7fa445f9-Toassignavehicle,"To assign a vehicle, you have the park it in the spot, come to a full stop and select the relevant option from the <b>radial menu</b>. Your vehicle must fit into the spot and have a matching type - for example, you can't assign a car to a helipad. You will see an on-screen prompt when the option is available.",,
JWK-FM-Bases-Garages-Title,Garages,车库,
JWK-FM-Bases-Garages-b53ad449-Sometypesofgarag,"Some types of garages can be constructed, but you can also find existing garage buildings in captured locations. All types of garages are marked on the map with a parking icon.",,
JWK-FM-Bases-Garages-bf4454ea-Torecoveravehicl,"To recover a vehicle, you have to interact with a parking spot sign, always found somewhere near the spot. Be mindful, as the recovery will cost you money and/or resources, depending on the distance the vehicle is transported over. You also need to ensure the spot is not obstructed. You can also abandon the vehicle in the same interface, if you want to free up the spot.",,
JWK-FM-Bases-Garages-f2449fb2-Garagesallowyout,"Garages allow you to assign vehicles to one or more parking spots. Assigning a vehicle enables to recover it from afar and protects it from despawning, which is very useful if you lose your vehicle, for example because of a sudden death.",,
JWK-FM-Bases-Helipads-4c0655af-Additionallytore,"Additionally to regular helipads, military bases allow to construct a <b>service helipad</b>, which can be used to repair and rearm helicopters.",,
JWK-FM-Bases-Helipads-6d36d2ee-Helipadsofferasi,"Helipads offer a single parking spot to which helicopters can be assigned, and otherwise they are identical in functionality to garages.",,
JWK-FM-Bases-Helipads-Title,Helipads,直升机停机坪,
JWK-FM-Bases-Medicaltents-5c66037a-Medicaltentsoffe,"Medical tents offer faster regeneration for <b>freedom fighters</b> residing inside. They are also a source for medical items such as bandages or epinephrine, which can be obtained by spending resources at the tent.",医疗帐篷可以为驻扎在其中的<b>自由战士</b>提供更快的生命回复。它们也是获取医疗物品的来源，例如绷带或肾上腺素，可通过在帐篷花费资源获得。,
JWK-FM-Bases-Medicaltents-Title,Medical tents,医疗帐篷,
JWK-FM-Bases-Operatingbases-118e8b9d-FOBsarefieldbase,"FOBs are field bases and as such, offer fewer capabilities than <b>military bases</b>, and their armory and equipment assortment is limited to resistance assets. However, they can be established very early, before the resistance is strong enough to overtake a military base, and/or may be placed in very advantageous locations.",,
JWK-FM-Bases-Operatingbases-1aa99fda-ForwardOperating,Forward Operating Bases,前线作战基地,
JWK-FM-Bases-Operatingbases-202a74c5-Militarybasesare,"<b>Military bases</b> are existing locations in the world, controlled by the enemy. After they are taken over, they can be used as <b>operating bases</b>.",<b>军事基地</b>是世界中已存在且受敌方控制的地点。被占领后，可作为<b>作战基地</b>使用。,
JWK-FM-Bases-Operatingbases-2ffe51ca-FOBscanbeestabli,"FOBs can be established by resistance members using the entrenchment tool, via the placement menu. They need to be placed at a sufficient distance from enemy-controlled facilities, towns and other points of interest. You can use <b>FOB Placement</b> map tool to plan the location in advance.",前线基地（FOB）可由抵抗成员使用筑防工具通过放置菜单建立。需与敌方控制设施、城镇及其他重点区域保持足够距离。你可以使用<b>FOB放置</b>地图工具提前规划位置。,
JWK-FM-Bases-Operatingbases-6b95ccef-Militarybases,Military bases,军事基地,
JWK-FM-Bases-Operatingbases-849cfd95-Theyaresomewhatc,"They are somewhat complementary to <b>FOBs</b>, as they offer more possibilities at the cost of their fixed placement. Fighters will find here regular army equipment of the <b>allied forces</b> and more construction options.",它们与<b>FOB</b>互为补充，提供更多可能性，但位置固定。战士们将在此找到<b>盟军</b>的正规军装备及更多建设选项。,
JWK-FM-Bases-Operatingbases-Title,Operating bases,操作基地,
JWK-FM-Bases-Operatingbases-b1d88111-Therearetwotypes,"There are two types of operating bases, as described below.",作战基地分为两种类型，如下所述。,
JWK-FM-Bases-Operatingbases-c2aae2f7-Operatingbasesar,"Operating bases are locations in which resistance members can construct buildings and fortifications, store resources, operate garages, repair and refuel vehicles, and more. If enough resources are stored, an operating base may be used as a <b>respawn location</b>.",作战基地是抵抗成员可建造建筑和防御工事、储存资源、操作车库、维修和加油车辆等的地点。如果储存了足够资源，作战基地可用作<b>重生点</b>。,
JWK-FM-Bases-Repairstations-87234f74-Repairstationsal,"Repair stations allow to repair vehicles of relevant category. To repair ground vehicles, build a <b>vehicle maintenance ramp</b>. To repair helicopters, build a <b>service helipad</b>. Follow base game mechanics to carry out the repairs - equip yourself with a wrench and approach the damaged elements until you see a relevant action. The repairs will consume resources stored at the location.",修理站允许维修相应类别的车辆。要维修地面车辆，建造<b>车辆维护坡道</b>；要维修直升机，建造<b>服务直升机停机坪</b>。按照基础游戏机制进行维修--携带扳手并接近受损部件，直到出现相关操作提示。维修将消耗存放在该地点的资源。,
JWK-FM-Bases-Repairstations-Title,Repair stations,修理站,
JWK-FM-Bases-Storages-24fb4751-Therearedifferen,"There are different tiers of storages with different capacities. Available types depend on operating base type, and there's a limit on how many storages of each type can be built.",,
JWK-FM-Bases-Storages-414463b7-Astheresourcesfo,"As the resources for construction are pulled from the base pool, the first supply storage in a base can be constructed without spending any resources.",由于建造所需资源从基地资源池中提取，基地中第一个储物建筑可在不消耗任何资源的情况下建造。,
JWK-FM-Bases-Storages-Title,Storages,仓库,
JWK-FM-Bases-Storages-c14ca45a-Resourcesinstora,Resources in storage are persistent and do not expire or decay.,储物中的资源是持久的，不会过期或衰减。,
JWK-FM-Bases-Storages-f3df6a65-Storagesarealway,"Storages are always the first construction to be raised in an operating base. They store resources of different types and make them available to use within a base. Different to base game supply system, resources in <b>Freedom Fighters</b> are not vicinity based and cannot be used directly from trucks and other sources.",储物建筑始终是作战基地中最先建造的设施。它们存储不同类型的资源，并使其可在基地内使用。与基础游戏的物资系统不同，<b>自由战士</b>中的资源不依赖于附近环境，不能直接从卡车或其他来源使用。,
JWK-FM-Bases-Title,Bases,,
JWK-FM-FreedomFighters-Title,Freedom Fighters,自由战士,
JWK-FM-Gameplay-Appearance-1c33c293-Settings,Settings,设置,
JWK-FM-Gameplay-Appearance-2b94e07e-Notethatbloodisn,"Note that blood is not visually shown on your character preview in the inventory screen. Instead, you will see a tooltip located next to the money balance.",,
JWK-FM-Gameplay-Appearance-3bfb232d-Youcancleanyourc,"You can clean your clothes by swimming. You need to fully submerge yourself in any kind of body of water - be it an ocean, lake, or river.",,
JWK-FM-Gameplay-Appearance-6e33d8d5-Dependingonyourd,"Depending on your difficulty settings, you may see a status icon denoting whether your character is perceived as a combatant.",根据你的难度设置，你可能会看到一个状态图标，表示你的角色是否被视为战斗人员。,
JWK-FM-Gameplay-Appearance-Title,Appearance,外观,
JWK-FM-Gameplay-Appearance-c4a1e618-Appearancereflec,Appearance reflects how your character is perceived by others and depends on all worn attire and held items. Wearing any piece of military clothing will cause your character to be identified as a <b>combatant</b>. This means enemies will shoot on sight and mark you as wanted - the same applies to openly carrying any type of weapon.,外观反映了你的角色在他人眼中的形象，取决于所穿戴的所有服装和携带的物品。穿任何军用服装都会导致你的角色被识别为<b>战斗人员</b>。这意味着敌人会见即射并将你标记为通缉--公开携带任何类型武器也同样适用。,
JWK-FM-Gameplay-Appearance-c887477e-Wearingbloodieda,"Wearing bloodied apparel will also make you a combatant, even if it's civilian clothing. If you get wounded and start to bleed, your clothing will become soaked and leave you suspicious.",,
JWK-FM-Gameplay-Appearance-cab3f8e0-Bydefaulttheabse,"By default, the absence of a shirt, pants, or boots will cause your character to attract enemy attention. After all, someone running around in only their underwear is bound to look suspicious.",,
JWK-FM-Gameplay-Appearance-d187b38b-Bloodinesseffect,Bloodiness effect on appearance and its intensity can be also turned off in settings.,,
JWK-FM-Gameplay-Appearance-e6b80bac-Vehicles,Vehicles,,
JWK-FM-Gameplay-Appearance-e81b9878-Bloodiness,Bloodiness,,
JWK-FM-Gameplay-Appearance-fcde8ad1-Drivingmilitaryv,"Driving military vehicles as a civilian will make you combatant, even if the vehicles are not armed.",,
JWK-FM-Gameplay-Battles-10a56cd3-Phases,Phases,阶段,
JWK-FM-Gameplay-Battles-275e21f1-Bydefaultthebatt,"By default, the battles difficulty will scale dynamically according to the number of players online and the progress into the campaign. If you find battles too easy or too demanding, you can override the scaling factors in difficulty settings.",,
JWK-FM-Gameplay-Battles-3ed7f03b-Battlesoccurwhen,"Battles occur when control over a certain point of interest is contested. When a battle is won, the contesting faction takes control. Refer to the specific location description to learn how to provoke a battle. Only one battle can be active at any given moment and its progress cannot be saved. If the game is closed during a battle, the battle will need to be started from the beginning. Battle length and intensity depend on the number of players online, campaign progress, location significance, and threat level.",,
JWK-FM-Gameplay-Battles-7588c7d1-Eachbattleconsis,Each battle consists of two phases:,每场战斗分为两个阶段：,
