Id,Source,Translation,Comment
JWK-BuildItem-FieldFuelStorage_DescriptionLong,"Stores 3000 litres of fuel, but cannot be used to refuel vehicles.","Хранит 3000 литров топлива, но не может быть использован для заправки техники",
JWK-BuildItem-FieldGarageMedium,Medium Garage,Средний гараж,
JWK-BuildItem-FieldGarageMedium_Description,Store 2 vehicles.,Хранит до двух транспортных средств.,
JWK-BuildItem-FieldGarageMedium_DescriptionLong,"Allows assigning two ground vehicles to prevent them from being lost, and enables retrieving them from far away.","Позволяет назначить два наземных транспортных средства, чтобы предотвратить их потерю и вернуть их на большом расстоянии.",
JWK-BuildItem-FieldGarageSmall,Small Garage,Небольшой гараж,
JWK-BuildItem-FieldGarageSmall_Description,Store 1 vehicle.,Хранить одно транспортное средство.,
JWK-BuildItem-FieldGarageSmall_DescriptionLong,"Allows assigning a single ground vehicle to prevent it from being lost, and enables retrieving it from far away.","Позволяет назначить одно наземное транспортное средство, чтобы предотвратить его потерю и вернуть его на большом расстоянии.",
JWK-BuildItem-FiringPosition,Firing position,Положение для стрельбы,
JWK-BuildItem-FiringPosition_Description,Prepare for unwanted guests.,Подготовиться к встрече незваных гостей.,
JWK-BuildItem-FiringPosition_DescriptionLong,Basic defence composition.,Базовая оборонительная позиция.,
JWK-BuildItem-FuelPoint,Fuel point,Пункт дозаправки,
JWK-BuildItem-FuelPoint_Description,Refuel vehicles.,Заправить транспортное средство.,
JWK-BuildItem-FuelPoint_DescriptionLong,Allows to refuel ground vehicles.,Позволяет заправлять наземные транспортные средства.,
JWK-BuildItem-GuardTower,Guard tower,Охранная башня,
JWK-BuildItem-GuardTower_Description,Get a better view.,Для лучшего обзора.,
JWK-BuildItem-Helipad,Helipad,Вертолетная площадка,
JWK-BuildItem-HelipadRepair,Service Helipad,Служебная вертолетная площадка,
JWK-BuildItem-HelipadRepair_Description,Repair helicopters.,Для ремонта вертолета.,
JWK-BuildItem-HelipadRepair_DescriptionLong,Service helipad allows to assign a single helicopter and enables helicopter refueling and repairing. Can be constructed only in airbases.,Служебная вертолетная площадка позволяет назначить один вертолет и обеспечивает его дозаправку и ремонт. Может быть размещён только на авиабазах.,
JWK-BuildItem-Helipad_Description,Store single helicopter.,Хранить один вертолет.,
JWK-BuildItem-Helipad_DescriptionLong,"Helipad allows to assign a single helicopter, which protects it from being lost and enables retrieving it from far away. Basic version without refueling or repairing abilities.","Вертолетная площадка позволяет выделить один вертолет, что защищает его от потери и позволяет доставать его издалека. Базовая версия без возможности дозаправки и ремонта.",
JWK-BuildItem-LivingArea,Living area,Жилая зона,
JWK-BuildItem-LivingArea_Description,Shelter recruits.,Размещает новобранцев.,
JWK-BuildItem-LivingArea_DescriptionLong,Provides living space for a few soldiers that can be recruited.,"Обеспечивает жилое пространство для небольшого количества новобранцев, которых можно взять в управление.",
JWK-BuildItem-MedicalTent,Medical tent,Медицинская палатка,
JWK-BuildItem-MedicalTent_Description,Heal wounds and recover faster.,Лечить раны и помогает восстановиться побыстрее.,
JWK-BuildItem-MedicalTent_DescriptionLong,Medical tent improves injury regeneration and allows to purchase medical goods using supplies.,Медицинская палатка улучшает регенерацию ранений и позволяет покупать медицинские товары за припасы.,
JWK-BuildItem-Mortar,Mortar,Миномёт,
JWK-BuildItem-Mortar_Description,Send a message over long distance.,Для отправки взрывоопасного сообщения на большое расстояние.,
JWK-BuildItem-Mortar_DescriptionLong,Complete mortar emplacement. Projectiles can be purchased using supplies.,"Полноценная минометная позиция. Снаряды можно купить, используя припасы.",
JWK-BuildItem-StorageLarge,Large supplies storage,,
JWK-BuildItem-StorageLarge-Description,Store 3000 supplies.,,
JWK-BuildItem-StorageLarge-DescriptionLong,Allows you to store 3000 supplies.,,
JWK-BuildItem-StorageMedium,Medium supplies storage,,
JWK-BuildItem-StorageMedium-Description,Store 1500 supplies.,,
JWK-BuildItem-StorageMedium-DescriptionLong,Allows you to store 1500 supplies.,,
JWK-BuildItem-StorageSmall,Small supplies storage,Малое хранилище припасов,
JWK-BuildItem-StorageSmall-Description,Store 700 supplies.,Хранит до 700 припасов.,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows you to store 700 supplies. First one can be constructed for free.,Позволяет хранить до 700 припасов. Первое хранилище можно построить бесплатно.,
JWK-BuildItem-VehicleDepot,Vehicle Depot,,
JWK-BuildItem-VehicleDepot_Description,Procure vehicles.,,
JWK-BuildItem-VehicleDepot_DescriptionLong,Allows you to procure vehicles and store 1 vehicle.,,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,Пандус для технического обслуживания автомобилей,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,Для ремонта транспортного средства.,
JWK-BuildItem-VehicleRamp_DescriptionLong,Allows you to repair ground vehicles.,Позволяет ремонтировать наземные транспортные средства.,
JWK-BuildUI-Cost,Cost:,Стоимость:,
JWK-BuildUI-Title,Build,Строить,
JWK-CTA-ConstructionMenu,Construction menu,Строительное меню,
JWK-CTA-HideoutResupply,Resupply hideout,Пополнить укрытие,
JWK-CTA-HideoutTakeSupplies,Take hideout supplies,Взять лагерные ресурсы,
JWK-CTA-ManageVehicles,Manage vehicles,Управлять транспортными средствами,
JWK-CTA-OpenMenu,Freedom Fighters,Freedom Fighters,
JWK-CTA-ParkVehicle,Park vehicle,Припарковать транспорт,
JWK-CTA-Radio,Use radio,Использовать радио,
JWK-CTA-TimeToWithstand,Withstand...,Выдержать...,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,Пожертвовать припасы гражданским,
JWK-CharacterMenu,Character Menu,Меню персонажа,
JWK-CharacterUI-Age,Age,Возраст,
JWK-CharacterUI-Birthday,Birthday,День рождения,
JWK-CharacterUI-Birthplace,Birthplace,Место рождения,
JWK-CharacterUI-BloodType,Blood type,Группа крови,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,Разыскивается живым или мёртвым.,
JWK-CharacterUI-Title,Profile,Профиль,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,Использует разыскиваемую технику.,
JWK-ConsoleUI-BackToMenu,Back to menu,Вернуться к меню,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.",Из-за отсутствия возможности сохранять данные в системе одиночная игра недоступна. Рекомендуется создать частный выделенный сервер или присоединиться к публичному.,
JWK-ConsoleUI-Title,Unavailable on consoles,Недоступно на консолях,
JWK-ConstructUI-Title,Construct,Возвести,
JWK-ConvoAction-Convert,Convince to support,Убедить поддержать сопротивление,
JWK-ConvoAction-Extort,Extort money,Вымогать деньги,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,Попросить встретиться,
JWK-ConvoChoice-AskJob,Ask for a job,Попросить работу,
JWK-ConvoChoice-Confirm,Confirm,Подтвердите,
JWK-ConvoChoice-FollowMe,Ask to follow,Попросить следовать,
JWK-ConvoChoice-GetPoster,Ask for posters,Попросите плакаты,
JWK-ConvoChoice-Liberate,Liberate,Освободить,
JWK-ConvoChoice-ReportBack,Report back,Доложить,
JWK-ConvoChoice-ReportResistance,Report resistance activity,Сообщить об активности сопротивления,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,Подкрепление,
JWK-ConvoChoice-RequestSupport,Request support,Запросить поддержку,
JWK-ConvoChoice-ResignJob,Resign from a job,Отказаться от дела,
JWK-ConvoChoice-StopFollowing,Ask to stay,Попросить остановиться,
JWK-ConvoChoice-Trade,Trade,Торговля,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,Сдать жетоны,
JWK-DialogUI-AddonConflictWarning-Message,Detected following addons that are known to conflict with Freedom Fighters.,,
JWK-DialogUI-AddonConflictWarning-MessageClient,Unexpected gameplay bugs can occur while playing on this server.,,
JWK-DialogUI-AddonConflictWarning-MessageOwner,Consider unloading them to ensure a bug-free experience.,,
JWK-DialogUI-AddonConflictWarning-Title,Addons conflict,,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.","Откат разрушенных объектов может повлиять на здания или технику, оставленные на местах разрушения, и приводит к нежелательному эффекту. Экспериментальная функция, рекомендуется забэкапить сейв<br/><br/>После использования обязательно сделайте ручное сохранение и перезагрузите игру.",
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,Разрушения восстановлены,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.","Принудительное сохранение позволит полностью перезаписать сохранение, но может затормозить работу сервер на больших картах и с большим количеством данных. Может привести к зависанию или вылету игроков с сервера, но это не повлияет на сам процесс сохранения.",
JWK-DialogUI-OnlineForceSave-Title,Online session warning,Предупреждение о сеансе онлайн,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","Вы уверены, что хотите стереть данные сохранения кампании? После этого сценарий автоматически перезапустится.<br/><br/><b><color rgba='255,0,0,255'>ПРЕДУПРЕЖДЕНИЕ: ЭТУ ОПЕРАЦИЮ НЕЛЬЗЯ ПОВТОРИТЬ. ВЫ ПОТЕРЯЕТЕ ВЕСЬ ПРОГРЕСС.</color></b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,Предупреждение о стирании,
JWK-DialogUI-SettingsImport-Failed,Your clipboard does not contain valid settings.,,
JWK-DifficultyPreset-Custom,Custom,Настраиваемая,
JWK-DifficultyPreset-Easy,Easy,Легкая,
JWK-DifficultyPreset-Extreme,Extreme,Экстрим,
JWK-DifficultyPreset-Hard,Hard,Сложная,
JWK-DifficultyPreset-Normal,Normal,Нормальная,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,"Используется для идентификации трупов, найденных на поле боя.",
JWK-Dogtag_Name_Dynamic,%1 dogtags,%1 жетонов,
JWK-Dogtag_Name_Universal,Dogtags,Жетоны,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,Ваша одежда окровавлена. Ношение ее нарушает маскировку и привлекает внимание врагов. Вам следует переодеться или искупаться.,
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,"Ваша одежда была очищена. Надев ее, вы больше не будете вызывать подозрений.",
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.","Если вы открыто носите оружие или одеты в боевую одежду, к вам будут относиться как к комбатанту. Будьте осторожны, если враги увидят вас, вас могут объявить в розыск.",
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,"Теперь вас разыскивает враг. Спрячьтесь в безопасном месте и некоторое время не показывайтесь на глаза, чтобы потерять преследование.",
JWK-EditSignUI-Text,Text,Текст,
JWK-EditSignUI-TextColor,Text color,Цвет текста,
JWK-EditSignUI-TextSize,Text size,Размер текста,
JWK-EditSignUI-Title,Edit Sign,Редактировать знак,
JWK-EditorAttrib-Heat,Heat level,Уровень розыска,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,Установите 0% для избавления от розыска.,
JWK-EditorAttrib-LockState,Locked,Заперто,
JWK-EditorAttrib-Money,Money,Деньги,
JWK-EndGameUI-GameOver,Defeat,Поражение,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.","Несмотря на все усилия и героическую борьбу, %1 не удалось освободить %2. Силы %3 останутся здесь надолго. В следующий раз уделите больше внимания поддержке населения и логистике вашей революции. Ни одна военная операция в истории не увенчалась успехом без этих элементов.",
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.",Отличная работа! Благодаря неустанным усилиям %1 население %2 больше не будет угнетаться силами %3. Эти героические поступки будут помнить еще многие поколения.,
JWK-EndGameUI-VictoryTitle,Victory,Победа,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,Используется для пробуждения недееспособных лиц. Может также применяться для самолечения.,
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,Инъектор однократного применения с дозой эпинефрина.,
JWK-EpinephrineItem-Name,Epinephrine,Эпинефрин,
JWK-Everon-Airport,Airport,Аэропорт,
JWK-Everon-Barracks,Barracks,Казармы,
JWK-Everon-CementPlant,Cement Plant,Цементный завод,
JWK-Everon-ChotainFarm,Chotain Farm,Ферма Chotain,
JWK-Everon-ConcretePlant,Concrete Plant,Бетонный завод,
JWK-Everon-EtoupeFarm,Etoupe Farm,Ферма Etoupe,
JWK-Everon-FieldHospital,Field Hospital,Полевой госпиталь,
JWK-Everon-Headquarters,Headquarters,Штаб-квартира,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Лесопилка Le Moule,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,Логистический склад,
JWK-Everon-MontignacFactory,Montignac Factory,Фабрика Montignac,
JWK-Everon-MontignacFarm,Montignac Farm,Ферма Montignac,
JWK-Everon-PowerPlant,Power Plant,Электростанция,
JWK-Everon-Quarry,Quarry,Каменоломня,
JWK-Everon-ReginaSawmill,Regina Sawmill,Лесопилка Regina,
JWK-Everon-TrainingGrounds,Training Grounds,Тренировочная база,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,Завод VD Almara,
JWK-FM-Bases-Armories-06dedf77-Differenttypesof,"Different types of armories can be built, depending on the operating base type:<br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunition of your supporting faction.<br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunition of the player faction.",Различные типы арсеналов могут быть построены в зависимости от типа действующей базы:<br/>- <b>Союзный арсенал</b> доступен на <b>военных базах</b> и предлагает оружие и боеприпасы вашей поддерживающей фракции.<br/>- <b>Полевой арсенал</b> доступен на <b>ФОБах</b> и предлагает оружие и боеприпасы фракции сопротивления.,
JWK-FM-Bases-Armories-3345caf7-Armoriesallowthe,Armories allow the purchase of weapons and ammunition using resources stored at the base.,"Оружейные склады позволяют приобретать оружие и боеприпасы, используя ресурсы, хранящиеся на базе.",
JWK-FM-Bases-Armories-5ab7756b-Onlyonearmorycan,Only one armory can be built per location.,,
JWK-FM-Bases-Armories-Title,Armories,Арсенал,
JWK-FM-Bases-Commandposts-1d12a9f5-Onlyonecommandpo,Only one command post can be built per location.,,
JWK-FM-Bases-Commandposts-8bb1df98-Commandpostenabl,"Command post enables you to have a <b>resistance officer</b> on site, allowing you to hand in dogtags, take posters or missions in your operating base, without the need to travel to a hideout.","Командный пост позволяет вам содержать <b>офицера сопротивления</b> на месте, что позволяет сдавать жетоны, брать плакаты или миссии в вашей операционной базе, без необходимости путешествовать в укрытие.",
JWK-FM-Bases-Commandposts-Title,Command posts,Пост командования,
JWK-FM-Bases-Equipmentstores-15a94709-Onlyoneequipment,Only one equipment store can be built per location.,,
JWK-FM-Bases-Equipmentstores-234eb810-Differenttypesof,"Different types of stores can be built, depending on the operating base type:",В зависимости от типа оперативной базы можно построить различные типы магазинов:,
JWK-FM-Bases-Equipmentstores-25aa81fd-Alliedequipments,- <b>Allied equipment</b> store is available at <b>military bases</b> and offers equipment of your supporting faction.<br/>- <b>Field equipment</b> store is available at <b>FOBs</b> and offers equipment of the player faction.,- <b>Склад союзного снаряжения</b> доступен на <b>военных базах</b> и предлагает снаряжение вашей поддерживающей фракции.<br/>- <b>Склад полевого снаряжения</b> доступен на <b>ФОБах</b> и предлагает снаряжение фракции сопротивления.,
JWK-FM-Bases-Equipmentstores-Title,Equipment stores,Магазин снаряжения,
JWK-FM-Bases-Equipmentstores-d8a71344-Equipmentstoresa,Equipment stores allow you to purchase uniforms and non-lethal equipment using resources stored at the base.,"Магазины снаряжения позволяют приобретать обмундирование и нелетальное снаряжение, используя ресурсы, хранящиеся на базе.",
JWK-FM-Bases-Garages-146a4e35-Somegaragefacili,"Some garage facilities enable <b>vehicle procurement</b>, which can be accessed from the garage management interface.",,
JWK-FM-Bases-Garages-7fa445f9-Toassignavehicle,"To assign a vehicle, you have the park it in the spot, come to a full stop and select the relevant option from the <b>radial menu</b>. Your vehicle must fit into the spot and have a matching type - for example, you can't assign a car to a helipad. You will see an on-screen prompt when the option is available.",,
JWK-FM-Bases-Garages-Title,Garages,Гаражи,
JWK-FM-Bases-Garages-b53ad449-Sometypesofgarag,"Some types of garages can be constructed, but you can also find existing garage buildings in captured locations. All types of garages are marked on the map with a parking icon.",,
JWK-FM-Bases-Garages-bf4454ea-Torecoveravehicl,"To recover a vehicle, you have to interact with a parking spot sign, always found somewhere near the spot. Be mindful, as the recovery will cost you money and/or resources, depending on the distance the vehicle is transported over. You also need to ensure the spot is not obstructed. You can also abandon the vehicle in the same interface, if you want to free up the spot.",,
JWK-FM-Bases-Garages-f2449fb2-Garagesallowyout,"Garages allow you to assign vehicles to one or more parking spots. Assigning a vehicle enables to recover it from afar and protects it from despawning, which is very useful if you lose your vehicle, for example because of a sudden death.",,
JWK-FM-Bases-Helipads-4c0655af-Additionallytore,"Additionally to regular helipads, military bases allow to construct a <b>service helipad</b>, which can be used to repair and rearm helicopters.",,
JWK-FM-Bases-Helipads-6d36d2ee-Helipadsofferasi,"Helipads offer a single parking spot to which helicopters can be assigned, and otherwise they are identical in functionality to garages.","Вертодромы предоставляют одно парковочное место, к которому можно приписать вертолеты, и в остальном они идентичны по функциональности гаражам.",
JWK-FM-Bases-Helipads-Title,Helipads,Вертолётные площадки,
JWK-FM-Bases-Medicaltents-5c66037a-Medicaltentsoffe,"Medical tents offer faster regeneration for <b>freedom fighters</b> residing inside. They are also a source for medical items such as bandages or epinephrine, which can be obtained by spending resources at the tent.","Медицинские палатки обеспечивают более быстрое восстановление для <b>борцов за свободу</b>, находящихся внутри. Они также являются источником медицинских предметов, таких как бинты или адреналин, которые можно получить, потратив ресурсы в палатке.",
JWK-FM-Bases-Medicaltents-Title,Medical tents,Медицинские палатки,
JWK-FM-Bases-Operatingbases-118e8b9d-FOBsarefieldbase,"FOBs are field bases and as such, offer fewer capabilities than <b>military bases</b>, and their armory and equipment assortment is limited to resistance assets. However, they can be established very early, before the resistance is strong enough to overtake a military base, and/or may be placed in very advantageous locations.","ФОБы (полевые базы) предлагают меньше возможностей, чем <b>военные базы</b>, и их ассортимент в арсенале и снаряжении ограничен ресурсами сопротивления. Однако их можно создавать очень рано, до того момента, как сопротивление накопить силы для захвата военной базы, и/или они могут быть размещены в очень выгодных местах.",
JWK-FM-Bases-Operatingbases-1aa99fda-ForwardOperating,Forward Operating Bases,Передовые операционные базы,
JWK-FM-Bases-Operatingbases-202a74c5-Militarybasesare,"<b>Military bases</b> are existing locations in the world, controlled by the enemy. After they are taken over, they can be used as <b>operating bases</b>.","<b>Военные базы</b> - это существующие места в мире, контролируемые врагом. После их захвата они могут использоваться как <b>операционные базы</b>.",
JWK-FM-Bases-Operatingbases-2ffe51ca-FOBscanbeestabli,"FOBs can be established by resistance members using the entrenchment tool, via the placement menu. They need to be placed at a sufficient distance from enemy-controlled facilities, towns and other points of interest. You can use <b>FOB Placement</b> map tool to plan the location in advance.","FOB могут быть созданы членами сопротивления с использованием лопаты через меню размещения. Они должны быть размещены на достаточном расстоянии от вражеских контролируемых объектов, городов и других точек интереса. Вы можете использовать фильтр карты <b>Размещение FOB</b> для планирования местоположения заранее.",
JWK-FM-Bases-Operatingbases-6b95ccef-Militarybases,Military bases,Военные базы,
JWK-FM-Bases-Operatingbases-849cfd95-Theyaresomewhatc,"They are somewhat complementary to <b>FOBs</b>, as they offer more possibilities at the cost of their fixed placement. Fighters will find here regular army equipment of the <b>allied forces</b> and more construction options.","Они в некоторой степени дополняют <b>FOB</b>, поскольку предлагают больше возможностей за счет их фиксированного размещения. Бойцы найдут здесь регулярное армейское оборудование <b>союзных сил</b> и больше вариантов строительства.",
JWK-FM-Bases-Operatingbases-Title,Operating bases,Операционные базы,
JWK-FM-Bases-Operatingbases-b1d88111-Therearetwotypes,"There are two types of operating bases, as described below.","Существует два типа операционных баз, как описано ниже.",
JWK-FM-Bases-Operatingbases-c2aae2f7-Operatingbasesar,"Operating bases are locations in which resistance members can construct buildings and fortifications, store resources, operate garages, repair and refuel vehicles, and more. If enough resources are stored, an operating base may be used as a <b>respawn location</b>.","Операционные базы - это места, где члены сопротивления могут строить здания и укрепления, хранить ресурсы, управлять гаражами, ремонтировать и заправлять транспортные средства и многое другое. Если хранится достаточно ресурсов, операционная база может использоваться как <b>место возрождения</b>.",
