Id,Source,Translation,Comment
JWK-AdminUI-ResetGlobalDestruction,Reset destruction (global),,
JWK-AdminUI-ResetNearbyDestruction,Reset destruction (nearby),,
JWK-AdminUI-Title,Admin menu,관리자 메뉴,
JWK-AdminUI-WipeSaveData,Wipe save data,데이터 저장 데이터,
JWK-Arland-Airport,Airport,공항,
JWK-Arland-NewfieldFarm,Newfield Farm,뉴 필드 농장,
JWK-BankUI-Amount,Amount,양,
JWK-BankUI-MoneyTransfer,Money transfer,돈 이체,
JWK-BankUI-Perform,Perform,공연하다,
JWK-BankUI-Recipient,Receiver,수화기,
JWK-BankUI-YourMoney,Your money,당신의 돈,
JWK-BattleFallbackTitle,Battle,전투,
JWK-BattlePlayerLosing,Resistance is losing control...,저항은 통제력을 잃고 있습니다 ...,
JWK-BattleProgress,Battle in progress...,전투 진행 중 ...,
JWK-BrokenSave-Text,"Save game data incompatible with this version of the mod has been detected. Please start a new campaign or revert the update to continue playing.<br/><br/>Use the ""<b>Restart</b>"" option in the pause menu or the ""<b>Wipe save data</b>"" in the admin menu to restart.",,
JWK-BuildItem-ArmoryFOB,Field armory,필드 무기고,
JWK-BuildItem-ArmoryFOB_Description,Buy weapons and ammunition.,무기와 탄약을 구입하십시오.,
JWK-BuildItem-ArmoryFOB_DescriptionLong,Gives access to weapons and ammunitions belonging to the resistance. Items are purchased using supplies.,저항에 속하는 무기와 탄약에 접근 할 수 있습니다. 품목은 용품을 사용하여 구매합니다.,
JWK-BuildItem-ArmoryMOB,Allied armory,연합군 병기,
JWK-BuildItem-ArmoryMOB-Description,Buy weapons and ammunition.,무기와 탄약을 구입하십시오.,
JWK-BuildItem-ArmoryMOB-DescriptionLong,Gives access to weapons and ammunitions provided by the allied faction. Items are purchased using supplies.,연합군 파벌이 제공하는 무기와 탄약에 접근 할 수 있습니다. 품목은 용품을 사용하여 구매합니다.,
JWK-BuildItem-Bunker,Bunker,벙커,
JWK-BuildItem-Bunker_Description,Cozy place for your sentries.,당신의 보초를위한 아늑한 장소.,
JWK-BuildItem-Bunker_DescriptionLong,Place it in a good observation spot.,좋은 관찰 지점에 놓으십시오.,
JWK-BuildItem-CommandPost,Command post,명령 게시물,
JWK-BuildItem-CommandPost_Description,Have an officer on site.,현장에 경찰관이 있습니다.,
JWK-BuildItem-CommandPost_DescriptionLong,Gain access to a resistance officer being present on site.,현장에있는 저항 장교에게 접근 할 수 있습니다.,
JWK-BuildItem-EquipmentStoreFOB,Equipment store,장비 상점,
JWK-BuildItem-EquipmentStoreFOB_Description,Buy clothing and equipment.,의류와 장비를 구입하십시오.,
JWK-BuildItem-EquipmentStoreFOB_DescriptionLong,Gives access to uniforms and other equipment belonging to the resistance. Items are purchased using supplies.,저항에 속하는 유니폼 및 기타 장비에 접근 할 수 있습니다. 품목은 용품을 사용하여 구매합니다.,
JWK-BuildItem-EquipmentStoreMOB,Equipment store,장비 상점,
JWK-BuildItem-EquipmentStoreMOB_Description,Buy clothing and equipment.,의류와 장비를 구입하십시오.,
JWK-BuildItem-EquipmentStoreMOB_DescriptionLong,Gives access to uniforms and other equipment provided by the allied faction. Items are purchased using supplies.,연합군 파벌이 제공하는 유니폼 및 기타 장비에 접근 할 수 있습니다. 품목은 용품을 사용하여 구매합니다.,
JWK-BuildItem-FieldFuelStorage,Field fuel storage,,
JWK-BuildItem-FieldFuelStorage_Description,Store a large amount of fuel.,,
JWK-BuildItem-FieldFuelStorage_DescriptionLong,"Stores 3000 litres of fuel, but cannot be used to refuel vehicles.",,
JWK-BuildItem-FieldGarageMedium,Medium Garage,중간 차고,
JWK-BuildItem-FieldGarageMedium_Description,Store 2 vehicles.,2 대의 차량을 저장하십시오.,
JWK-BuildItem-FieldGarageMedium_DescriptionLong,"Allows assigning two ground vehicles to prevent them from being lost, and enables retrieving them from far away.",두 개의 지상 차량을 지정하여 손실을 방지하고 멀리서 회복 할 수 있습니다.,
JWK-BuildItem-FieldGarageSmall,Small Garage,작은 차고,
JWK-BuildItem-FieldGarageSmall_Description,Store 1 vehicle.,차량 1 개를 저장하십시오.,
JWK-BuildItem-FieldGarageSmall_DescriptionLong,"Allows assigning a single ground vehicle to prevent it from being lost, and enables retrieving it from far away.",단일 지상 차량을 지정하여 손실되지 않도록하고 멀리서 회복 할 수 있습니다.,
JWK-BuildItem-FiringPosition,Firing position,발사 위치,
JWK-BuildItem-FiringPosition_Description,Prepare for unwanted guests.,원치 않는 손님을 준비하십시오.,
JWK-BuildItem-FiringPosition_DescriptionLong,Basic defence composition.,기본 방어 구성.,
JWK-BuildItem-FuelPoint,Fuel point,연료 지점,
JWK-BuildItem-FuelPoint_Description,Refuel vehicles.,급유 차량.,
JWK-BuildItem-FuelPoint_DescriptionLong,Allows to refuel ground vehicles.,지상 차량을 연료 보급 할 수 있습니다.,
JWK-BuildItem-GuardTower,Guard tower,가드 타워,
JWK-BuildItem-GuardTower_Description,Get a better view.,더 나은 시야를 얻으십시오.,
JWK-BuildItem-Helipad,Helipad,헬리핀,
JWK-BuildItem-HelipadRepair,Service Helipad,서비스 헬기드,
JWK-BuildItem-HelipadRepair_Description,Repair helicopters.,헬리콥터를 수리하십시오.,
JWK-BuildItem-HelipadRepair_DescriptionLong,Service helipad allows to assign a single helicopter and enables helicopter refueling and repairing. Can be constructed only in airbases.,Service Helipad는 단일 헬리콥터를 할당하고 헬리콥터 급유 및 수리를 가능하게합니다. 에어베이스에서만 구성 할 수 있습니다.,
JWK-BuildItem-Helipad_Description,Store single helicopter.,단일 헬리콥터를 저장하십시오.,
JWK-BuildItem-Helipad_DescriptionLong,"Helipad allows to assign a single helicopter, which protects it from being lost and enables retrieving it from far away. Basic version without refueling or repairing abilities.",Helipad는 단일 헬리콥터를 할당하여 손실되지 않도록 보호하고 멀리서 검색 할 수 있습니다. 급유 또는 수리 능력이없는 기본 버전.,
JWK-BuildItem-LivingArea,Living area,거실,
JWK-BuildItem-LivingArea_Description,Shelter recruits.,대피소 모집.,
JWK-BuildItem-LivingArea_DescriptionLong,Provides living space for a few soldiers that can be recruited.,모집 할 수있는 몇몇 병사들에게 거실 공간을 제공합니다.,
JWK-BuildItem-MedicalTent,Medical tent,의료용 텐트,
JWK-BuildItem-MedicalTent_Description,Heal wounds and recover faster.,상처를 치유하고 더 빨리 회복하십시오.,
JWK-BuildItem-MedicalTent_DescriptionLong,Medical tent improves injury regeneration and allows to purchase medical goods using supplies.,의료용 텐트는 부상 재생을 향상시키고 용품을 사용하여 의료 용품을 구입할 수 있습니다.,
JWK-BuildItem-Mortar,Mortar,모르타르,
JWK-BuildItem-Mortar_Description,Send a message over long distance.,장거리에서 메시지를 보내십시오.,
JWK-BuildItem-Mortar_DescriptionLong,Complete mortar emplacement. Projectiles can be purchased using supplies.,완전한 박격포 배치. 발사체는 용품을 사용하여 구입할 수 있습니다.,
JWK-BuildItem-StorageLarge,Large supplies storage,,
JWK-BuildItem-StorageLarge-Description,Store 3000 supplies.,,
JWK-BuildItem-StorageLarge-DescriptionLong,Allows you to store 3000 supplies.,,
JWK-BuildItem-StorageMedium,Medium supplies storage,,
JWK-BuildItem-StorageMedium-Description,Store 1500 supplies.,,
JWK-BuildItem-StorageMedium-DescriptionLong,Allows you to store 1500 supplies.,,
JWK-BuildItem-StorageSmall,Small supplies storage,소규모 용품 저장,
JWK-BuildItem-StorageSmall-Description,Store 700 supplies.,900 개의 소모품을 저장하십시오.,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows you to store 700 supplies. First one can be constructed for free.,700 개의 소모품을 저장할 수 있습니다. 첫 번째는 무료로 구성 할 수 있습니다.,
JWK-BuildItem-VehicleDepot,Vehicle Depot,,
JWK-BuildItem-VehicleDepot_Description,Procure vehicles.,,
JWK-BuildItem-VehicleDepot_DescriptionLong,Allows you to procure vehicles and store 1 vehicle.,,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,차량 유지 보수 경사로,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,차량을 수리하십시오.,
JWK-BuildItem-VehicleRamp_DescriptionLong,Allows you to repair ground vehicles.,,
JWK-BuildUI-Cost,Cost:,비용:,
JWK-BuildUI-Title,Build,짓다,
JWK-CTA-ConstructionMenu,Construction menu,건축 메뉴,
JWK-CTA-HideoutResupply,Resupply hideout,재 보급 가죽 아웃,
JWK-CTA-HideoutTakeSupplies,Take hideout supplies,,
JWK-CTA-ManageVehicles,Manage vehicles,차량 관리,
JWK-CTA-OpenMenu,Freedom Fighters,자유 전투기,
JWK-CTA-ParkVehicle,Park vehicle,공원 차량,
JWK-CTA-Radio,Use radio,라디오를 사용하십시오,
JWK-CTA-TimeToWithstand,Withstand...,견고한 ...,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,공급품을 민간인에게 기부하십시오,
JWK-CharacterMenu,Character Menu,캐릭터 메뉴,
JWK-CharacterUI-Age,Age,나이,
JWK-CharacterUI-Birthday,Birthday,생일,
JWK-CharacterUI-Birthplace,Birthplace,출생지,
JWK-CharacterUI-BloodType,Blood type,혈액형,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,,
JWK-CharacterUI-Title,Profile,윤곽,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,,
JWK-ConsoleUI-BackToMenu,Back to menu,메뉴로 돌아갑니다,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.",모딩 기능이 누락되어 콘솔 시스템에서는 단일 플레이어 및 로컬 호스팅 경험을 사용할 수 없습니다. 개인 전용 서버를 설정하거나 공개 서버에 가입하는 것이 좋습니다.,
JWK-ConsoleUI-Title,Unavailable on consoles,콘솔에서는 사용할 수 없습니다,
JWK-ConstructUI-Title,Construct,,
JWK-ConvoAction-Convert,Convince to support,지원하도록 설득하십시오,
JWK-ConvoAction-Extort,Extort money,돈을 export,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,회의를 요청하십시오,
JWK-ConvoChoice-AskJob,Ask for a job,직업을 구하십시오,
JWK-ConvoChoice-Confirm,Confirm,확인하다,
JWK-ConvoChoice-FollowMe,Ask to follow,,
JWK-ConvoChoice-GetPoster,Ask for posters,포스터를 요청하십시오,
JWK-ConvoChoice-Liberate,Liberate,,
JWK-ConvoChoice-ReportBack,Report back,다시보고하십시오,
JWK-ConvoChoice-ReportResistance,Report resistance activity,보고 저항 활동,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,강화,
JWK-ConvoChoice-RequestSupport,Request support,지원 지원,
JWK-ConvoChoice-ResignJob,Resign from a job,,
JWK-ConvoChoice-StopFollowing,Ask to stay,,
JWK-ConvoChoice-Trade,Trade,거래,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,도그 타그를 켜십시오,
JWK-DialogUI-AddonConflictWarning-Message,Detected following addons that are known to conflict with Freedom Fighters.,,
JWK-DialogUI-AddonConflictWarning-MessageClient,Unexpected gameplay bugs can occur while playing on this server.,,
JWK-DialogUI-AddonConflictWarning-MessageOwner,Consider unloading them to ensure a bug-free experience.,,
JWK-DialogUI-AddonConflictWarning-Title,Addons conflict,,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.",,
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.",강제 저장은 단일 작업에서 전체 저장을 수행하여 큰 맵과 많은 데이터로 서버를 차단할 수 있습니다. 이것은 당신을 포함한 원격 플레이어가 연결을 잃게 될 수 있습니다. 이것은 저장 작업 자체에 영향을 미치지 않습니다.,
JWK-DialogUI-OnlineForceSave-Title,Online session warning,온라인 세션 경고,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","캠페인 저장 데이터를 지우십니까? 진행하면 시나리오가 자동으로 다시 시작됩니다. <br/> <br/> <b> <Color RGBA = '255,0,0,255 '> 경고 :이 작업은 되돌릴 수 없습니다. 모든 진전을 잃게됩니다. </color> </b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,경고를 닦으십시오,
JWK-DialogUI-SettingsImport-Failed,Your clipboard does not contain valid settings.,,
JWK-DifficultyPreset-Custom,Custom,관습,
JWK-DifficultyPreset-Easy,Easy,쉬운,
JWK-DifficultyPreset-Extreme,Extreme,극심한,
JWK-DifficultyPreset-Hard,Hard,딱딱한,
JWK-DifficultyPreset-Normal,Normal,정상,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,전장에서 발견 된 시체를 식별하는 데 사용됩니다.,
JWK-Dogtag_Name_Dynamic,%1 dogtags,%1 dogtags,
JWK-Dogtag_Name_Universal,Dogtags,도그 타그,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,당신의 옷에 피가 흘 렸습니다. 그것들을 착용하면 변장이 깨지고 적의 관심을 끌게됩니다. 옷을 갈아 입거나 수영하러 가야합니다.,
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,당신의 옷이 청소되었습니다. 그것들을 착용한다고해서 더 이상 당신을 의심하지 않습니다.,
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.",공개적으로 무기를 들고 있거나 전투원 복장을 착용 할 때 전투원으로 취급됩니다. 적들이 당신을보고 싶을 때 조심하십시오.,
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,당신은 이제 적에게 원합니다. 안전한 곳에 숨어서 열을 잃기 위해 얼마 동안 시야에서 벗어나십시오.,
JWK-EditSignUI-Text,Text,텍스트,
JWK-EditSignUI-TextColor,Text color,텍스트 색상,
JWK-EditSignUI-TextSize,Text size,텍스트 크기,
JWK-EditSignUI-Title,Edit Sign,표시를 편집하십시오,
JWK-EditorAttrib-Heat,Heat level,,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,,
JWK-EditorAttrib-LockState,Locked,,
JWK-EditorAttrib-Money,Money,,
JWK-EndGameUI-GameOver,Defeat,패배시키다,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.",최선의 노력과 영웅적인 싸움에도 불구하고 %1은 %2를 해방시키지 못했습니다. %3 세력은 오랫동안 머물러 있습니다. 다음에 인구 지원과 혁명의 물류에 더 많은 관심을 기울이십시오. 이러한 요소 없이는 역사에서 군사적 노력이 성공하지 못했습니다.,
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.",좋은 일! %1의 끊임없는 노력 덕분에 %2의 인구는 더 이상 %3 힘에 의해 절제되지 않을 것입니다. 이 영웅적인 행동은 앞으로 많은 세대에 의해 기억 될 것입니다.,
JWK-EndGameUI-VictoryTitle,Victory,승리,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,이것을 사용하여 무력화 된 사람을 깨우십시오. 자체 관리 될 수도 있습니다.,
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,한 번은 에피네프린 용량으로 인젝터를 사용합니다.,
JWK-EpinephrineItem-Name,Epinephrine,에피네프린,
JWK-Everon-Airport,Airport,공항,
JWK-Everon-Barracks,Barracks,막사,
JWK-Everon-CementPlant,Cement Plant,시멘트 공장,
JWK-Everon-ChotainFarm,Chotain Farm,코테인 농장,
JWK-Everon-ConcretePlant,Concrete Plant,콘크리트 식물,
JWK-Everon-EtoupeFarm,Etoupe Farm,에르심 농장,
JWK-Everon-FieldHospital,Field Hospital,현장 병원,
JWK-Everon-Headquarters,Headquarters,본부,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Le Moule 제재소,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,물류 창고,
JWK-Everon-MontignacFactory,Montignac Factory,Montignac Factory,
JWK-Everon-MontignacFarm,Montignac Farm,Montignac 농장,
JWK-Everon-PowerPlant,Power Plant,발전소,
JWK-Everon-Quarry,Quarry,채석장,
JWK-Everon-ReginaSawmill,Regina Sawmill,레지나 제재소,
JWK-Everon-TrainingGrounds,Training Grounds,훈련장,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,VD Almara Factory,
JWK-FM-Bases-Armories-06dedf77-Differenttypesof,"Different types of armories can be built, depending on the operating base type:<br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunition of your supporting faction.<br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunition of the player faction.",,
JWK-FM-Bases-Armories-3345caf7-Armoriesallowthe,Armories allow the purchase of weapons and ammunition using resources stored at the base.,,
JWK-FM-Bases-Armories-5ab7756b-Onlyonearmorycan,Only one armory can be built per location.,,
JWK-FM-Bases-Armories-Title,Armories,,
JWK-FM-Bases-Commandposts-1d12a9f5-Onlyonecommandpo,Only one command post can be built per location.,,
JWK-FM-Bases-Commandposts-8bb1df98-Commandpostenabl,"Command post enables you to have a <b>resistance officer</b> on site, allowing you to hand in dogtags, take posters or missions in your operating base, without the need to travel to a hideout.",,
JWK-FM-Bases-Commandposts-Title,Command posts,,
JWK-FM-Bases-Equipmentstores-15a94709-Onlyoneequipment,Only one equipment store can be built per location.,,
JWK-FM-Bases-Equipmentstores-234eb810-Differenttypesof,"Different types of stores can be built, depending on the operating base type:",,
JWK-FM-Bases-Equipmentstores-25aa81fd-Alliedequipments,- <b>Allied equipment</b> store is available at <b>military bases</b> and offers equipment of your supporting faction.<br/>- <b>Field equipment</b> store is available at <b>FOBs</b> and offers equipment of the player faction.,,
JWK-FM-Bases-Equipmentstores-Title,Equipment stores,,
JWK-FM-Bases-Equipmentstores-d8a71344-Equipmentstoresa,Equipment stores allow you to purchase uniforms and non-lethal equipment using resources stored at the base.,,
JWK-FM-Bases-Fasttravel-7e4908e6-Fasttravelisavai,"Fast travel is available only to player-controlled operating bases. It is more expensive than public transport, but it can be performed from any location, even far away from roads and infrastructure. You cannot fast travel while being wanted, but you don't have to appear as a civilian.",,
JWK-FM-Bases-Fasttravel-Title,Fast travel,,
JWK-FM-Bases-Fasttravel-a813b24e-Tousefasttravely,"To use fast travel, you need to open your map and select the fast travel icon from the tool picker in the upper-left corner of the screen.",,
JWK-FM-Bases-Garages-146a4e35-Somegaragefacili,"Some garage facilities enable <b>vehicle procurement</b>, which can be accessed from the garage management interface.",,
JWK-FM-Bases-Garages-7fa445f9-Toassignavehicle,"To assign a vehicle, you have the park it in the spot, come to a full stop and select the relevant option from the <b>radial menu</b>. Your vehicle must fit into the spot and have a matching type - for example, you can't assign a car to a helipad. You will see an on-screen prompt when the option is available.",,
JWK-FM-Bases-Garages-Title,Garages,,
JWK-FM-Bases-Garages-b53ad449-Sometypesofgarag,"Some types of garages can be constructed, but you can also find existing garage buildings in captured locations. All types of garages are marked on the map with a parking icon.",,
JWK-FM-Bases-Garages-bf4454ea-Torecoveravehicl,"To recover a vehicle, you have to interact with a parking spot sign, always found somewhere near the spot. Be mindful, as the recovery will cost you money and/or resources, depending on the distance the vehicle is transported over. You also need to ensure the spot is not obstructed. You can also abandon the vehicle in the same interface, if you want to free up the spot.",,
JWK-FM-Bases-Garages-f2449fb2-Garagesallowyout,"Garages allow you to assign vehicles to one or more parking spots. Assigning a vehicle enables to recover it from afar and protects it from despawning, which is very useful if you lose your vehicle, for example because of a sudden death.",,
JWK-FM-Bases-Helipads-4c0655af-Additionallytore,"Additionally to regular helipads, military bases allow to construct a <b>service helipad</b>, which can be used to repair and rearm helicopters.",,
JWK-FM-Bases-Helipads-6d36d2ee-Helipadsofferasi,"Helipads offer a single parking spot to which helicopters can be assigned, and otherwise they are identical in functionality to garages.",,
JWK-FM-Bases-Helipads-Title,Helipads,,
JWK-FM-Bases-Medicaltents-5c66037a-Medicaltentsoffe,"Medical tents offer faster regeneration for <b>freedom fighters</b> residing inside. They are also a source for medical items such as bandages or epinephrine, which can be obtained by spending resources at the tent.",,
JWK-FM-Bases-Medicaltents-Title,Medical tents,,
JWK-FM-Bases-Operatingbases-118e8b9d-FOBsarefieldbase,"FOBs are field bases and as such, offer fewer capabilities than <b>military bases</b>, and their armory and equipment assortment is limited to resistance assets. However, they can be established very early, before the resistance is strong enough to overtake a military base, and/or may be placed in very advantageous locations.",,
JWK-FM-Bases-Operatingbases-1aa99fda-ForwardOperating,Forward Operating Bases,,
JWK-FM-Bases-Operatingbases-202a74c5-Militarybasesare,"<b>Military bases</b> are existing locations in the world, controlled by the enemy. After they are taken over, they can be used as <b>operating bases</b>.",,
JWK-FM-Bases-Operatingbases-2ffe51ca-FOBscanbeestabli,"FOBs can be established by resistance members using the entrenchment tool, via the placement menu. They need to be placed at a sufficient distance from enemy-controlled facilities, towns and other points of interest. You can use <b>FOB Placement</b> map tool to plan the location in advance.",,
JWK-FM-Bases-Operatingbases-6b95ccef-Militarybases,Military bases,,
JWK-FM-Bases-Operatingbases-849cfd95-Theyaresomewhatc,"They are somewhat complementary to <b>FOBs</b>, as they offer more possibilities at the cost of their fixed placement. Fighters will find here regular army equipment of the <b>allied forces</b> and more construction options.",,
JWK-FM-Bases-Operatingbases-Title,Operating bases,,
JWK-FM-Bases-Operatingbases-b1d88111-Therearetwotypes,"There are two types of operating bases, as described below.",,
JWK-FM-Bases-Operatingbases-c2aae2f7-Operatingbasesar,"Operating bases are locations in which resistance members can construct buildings and fortifications, store resources, operate garages, repair and refuel vehicles, and more. If enough resources are stored, an operating base may be used as a <b>respawn location</b>.",,
JWK-FM-Bases-Repairstations-87234f74-Repairstationsal,"Repair stations allow to repair vehicles of relevant category. To repair ground vehicles, build a <b>vehicle maintenance ramp</b>. To repair helicopters, build a <b>service helipad</b>. Follow base game mechanics to carry out the repairs - equip yourself with a wrench and approach the damaged elements until you see a relevant action. The repairs will consume resources stored at the location.",,
JWK-FM-Bases-Repairstations-Title,Repair stations,,
JWK-FM-Bases-Storages-24fb4751-Therearedifferen,"There are different tiers of storages with different capacities. Available types depend on operating base type, and there's a limit on how many storages of each type can be built.",,
JWK-FM-Bases-Storages-414463b7-Astheresourcesfo,"As the resources for construction are pulled from the base pool, the first supply storage in a base can be constructed without spending any resources.",,
JWK-FM-Bases-Storages-Title,Storages,,
JWK-FM-Bases-Storages-c14ca45a-Resourcesinstora,Resources in storage are persistent and do not expire or decay.,,
JWK-FM-Bases-Storages-f3df6a65-Storagesarealway,"Storages are always the first construction to be raised in an operating base. They store resources of different types and make them available to use within a base. Different to base game supply system, resources in <b>Freedom Fighters</b> are not vicinity based and cannot be used directly from trucks and other sources.",,
JWK-FM-Bases-Title,Bases,,
JWK-FM-FreedomFighters-Title,Freedom Fighters,,
JWK-FM-Gameplay-Appearance-1c33c293-Settings,Settings,,
JWK-FM-Gameplay-Appearance-2b94e07e-Notethatbloodisn,"Note that blood is not visually shown on your character preview in the inventory screen. Instead, you will see a tooltip located next to the money balance.",,
JWK-FM-Gameplay-Appearance-3bfb232d-Youcancleanyourc,"You can clean your clothes by swimming. You need to fully submerge yourself in any kind of body of water - be it an ocean, lake, or river.",,
JWK-FM-Gameplay-Appearance-6e33d8d5-Dependingonyourd,"Depending on your difficulty settings, you may see a status icon denoting whether your character is perceived as a combatant.",,
JWK-FM-Gameplay-Appearance-Title,Appearance,,
JWK-FM-Gameplay-Appearance-c4a1e618-Appearancereflec,Appearance reflects how your character is perceived by others and depends on all worn attire and held items. Wearing any piece of military clothing will cause your character to be identified as a <b>combatant</b>. This means enemies will shoot on sight and mark you as wanted - the same applies to openly carrying any type of weapon.,,
JWK-FM-Gameplay-Appearance-c887477e-Wearingbloodieda,"Wearing bloodied apparel will also make you a combatant, even if it's civilian clothing. If you get wounded and start to bleed, your clothing will become soaked and leave you suspicious.",,
JWK-FM-Gameplay-Appearance-cab3f8e0-Bydefaulttheabse,"By default, the absence of a shirt, pants, or boots will cause your character to attract enemy attention. After all, someone running around in only their underwear is bound to look suspicious.",,
JWK-FM-Gameplay-Appearance-d187b38b-Bloodinesseffect,Bloodiness effect on appearance and its intensity can be also turned off in settings.,,
JWK-FM-Gameplay-Appearance-e6b80bac-Vehicles,Vehicles,,
JWK-FM-Gameplay-Appearance-e81b9878-Bloodiness,Bloodiness,,
JWK-FM-Gameplay-Appearance-fcde8ad1-Drivingmilitaryv,"Driving military vehicles as a civilian will make you combatant, even if the vehicles are not armed.",,
JWK-FM-Gameplay-Battles-10a56cd3-Phases,Phases,,
JWK-FM-Gameplay-Battles-275e21f1-Bydefaultthebatt,"By default, the battles difficulty will scale dynamically according to the number of players online and the progress into the campaign. If you find battles too easy or too demanding, you can override the scaling factors in difficulty settings.",,
